step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_encoder_bytes_per_direction,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
11,-47.5,57.5,116,58,0,0.0,0.0,0,0.0,57.5,1,562500.0,53.489861847612175,31.126312301105195,58,116,1,5,116,0,6,-105.0,70.5,-47.5,192878,22,0,32,58,11,36,5.0,1450156,9.577044,nan,1.450156,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,3696,22,5
12,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.77054309844971,59.740882873535156,64,128,0,2,128,0,2,-105.0,70.5,-47.5,192878,62,0,32,64,13,45,5.0,589000,10.166044,nan,0.589,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,10416,62,2
13,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.41204833984375,59.41204833984375,66,132,0,1,132,0,1,-105.0,70.5,-47.5,192878,56,0,32,66,14,46,5.0,298700,10.464744,nan,0.2987,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,9408,56,1
14,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,1,562500.0,27.229609589902257,18.420528453275118,71,142,1,4,142,0,5,-105.0,70.5,-47.5,192878,50,0,32,71,11,40,5.0,1165568,11.630312,nan,1.165568,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,8400,50,4
15,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.44131029828467,22.551435223933844,68,136,0,3,136,0,3,-105.0,70.5,-47.5,192878,54,0,32,68,10,36,5.0,876948,12.50726,nan,0.876948,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,9072,54,3
16,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.54633712768555,57.71623992919922,69,138,0,2,138,0,2,-105.0,70.5,-47.5,192878,55,0,32,69,11,39,5.0,587824,13.095084,nan,0.587824,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,9240,55,2
17,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,71,142,0,0,142,0,0,-105.0,70.5,-47.5,192878,77,0,32,71,13,47,5.0,12936,13.10802,nan,0.012936,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12936,77,0
18,-47.5,57.5,134,67,0,0.0,0.0,0,0.0,57.5,0,562500.0,42.34050038372181,18.356303026029824,67,134,0,3,134,0,3,-105.0,70.5,-47.5,192878,75,0,32,67,12,41,5.0,880476,13.988496,nan,0.880476,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,12600,75,3
19,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,1,562500.0,44.20261444525385,28.61398284446946,66,132,1,3,132,0,4,-105.0,70.5,-47.5,192878,33,0,32,66,11,40,5.0,873420,14.861916,nan,0.87342,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,5544,33,3
20,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,1,562500.0,42.562961313918954,23.119423764545903,73,146,1,4,146,0,5,-105.0,70.5,-47.5,192878,52,0,32,73,13,52,5.0,1165904,16.02782,nan,1.165904,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,8736,52,4
21,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,0,562500.0,38.73256551430449,18.085084268612523,81,162,0,3,162,0,3,-105.0,70.5,-47.5,192878,90,0,32,81,12,65,5.0,883572,16.911392,nan,0.883572,nan,3,576,867480,6,0,0,3,396,192,48,204,51,99,3,15120,90,3
22,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,0,562500.0,73.07443428039551,73.07443428039551,84,168,0,1,168,0,1,-105.0,70.5,-47.5,192878,43,0,32,84,13,72,5.0,296516,17.207908,nan,0.296516,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,7224,43,1
23,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,0,562500.0,51.15553258658366,37.67641919636909,94,188,0,4,188,0,4,-105.0,70.5,-47.5,192878,85,0,32,94,12,73,5.0,1172312,18.38022,nan,1.172312,nan,4,864,1156640,8,0,0,4,528,256,64,272,68,132,4,14280,85,4
24,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.6618537902832,59.11302185058594,97,194,0,2,194,0,2,-105.0,70.5,-47.5,192878,103,0,32,97,14,82,5.0,596320,18.97654,nan,0.59632,nan,2,432,578320,4,0,0,2,264,128,32,136,34,66,2,17304,103,2
25,-47.5,57.5,184,92,0,0.0,0.0,0,0.0,57.5,1,562500.0,51.81066857763169,19.383183043646262,92,184,1,5,184,0,6,-105.0,70.5,-47.5,192878,91,0,32,92,13,72,5.0,1463692,20.440232,nan,1.463692,nan,5,1944,1445800,10,0,0,5,660,320,80,340,85,165,5,15288,91,5
26,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,0,562500.0,54.53680694474135,45.766440531362335,93,186,0,5,186,0,5,-105.0,70.5,-47.5,192878,76,0,32,93,12,76,5.0,1461316,21.901548,nan,1.461316,nan,5,2088,1445800,10,0,0,5,660,320,80,340,85,165,5,12768,76,5
27,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,1,562500.0,59.83541679382324,57.76983642578125,91,182,1,2,182,0,3,-105.0,70.5,-47.5,192878,72,0,32,91,11,74,5.0,591904,22.493452,nan,0.591904,nan,2,1224,578320,4,0,0,2,264,128,32,136,34,66,2,12096,72,2
28,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.64648056030273,67.64648056030273,89,178,1,1,178,0,2,-105.0,70.5,-47.5,192878,112,0,32,89,13,72,5.0,310268,22.80372,nan,0.310268,nan,1,2160,289160,2,0,0,1,132,64,16,68,17,33,1,18816,112,1
29,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.99264098983631,36.62849132855342,93,186,0,4,186,0,4,-105.0,70.5,-47.5,192878,73,0,32,93,14,75,5.0,1171520,23.97524,nan,1.17152,nan,4,2088,1156640,8,0,0,4,528,256,64,272,68,132,4,12264,73,4
30,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,0,562500.0,21.24459439975426,18.93072693347674,102,204,0,2,204,0,2,-105.0,70.5,-47.5,192878,133,0,32,102,15,82,5.0,603304,24.578544,nan,0.603304,nan,2,2376,578320,4,0,0,2,264,128,32,136,34,66,2,22344,133,2
31,-47.5,57.5,222,111,0,0.0,0.0,0,0.0,57.5,0,562500.0,42.95705043436858,42.371905581872305,111,222,0,2,222,0,2,-105.0,70.5,-47.5,192878,66,0,32,111,14,94,5.0,592912,25.171456,nan,0.592912,nan,2,3240,578320,4,0,0,2,264,128,32,136,34,66,2,11088,66,2
32,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,1,562500.0,62.708691914876304,58.97205352783203,112,224,1,3,224,0,4,-105.0,70.5,-47.5,192878,114,0,32,112,15,89,5.0,890628,26.062084,nan,0.890628,nan,3,3600,867480,6,0,0,3,396,192,48,204,51,99,3,19152,114,3
33,-47.5,57.5,218,109,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,109,218,0,0,218,0,0,-105.0,70.5,-47.5,192878,95,0,32,109,13,79,5.0,18408,26.080492,nan,0.018408,nan,0,2448,0,0,0,0,0,0,0,0,0,0,0,0,15960,95,0
34,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.0594596862793,59.0594596862793,106,212,0,1,212,0,1,-105.0,70.5,-47.5,192878,88,0,32,106,13,79,5.0,306884,26.387376,nan,0.306884,nan,1,2808,289160,2,0,0,1,132,64,16,68,17,33,1,14784,88,1
35,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.190948486328125,58.51698684692383,103,206,0,2,206,0,2,-105.0,70.5,-47.5,192878,82,0,32,103,13,79,5.0,595168,26.982544,nan,0.595168,nan,2,2808,578320,4,0,0,2,264,128,32,136,34,66,2,13776,82,2
36,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,1,562500.0,62.85768127441406,57.811092376708984,102,204,1,2,204,0,3,-105.0,70.5,-47.5,192878,73,0,32,102,12,74,5.0,593440,27.575984,nan,0.59344,nan,2,2592,578320,4,0,0,2,264,128,32,136,34,66,2,12264,73,2
37,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,0,562500.0,52.18578249838983,39.95012156270462,103,206,0,4,206,0,4,-105.0,70.5,-47.5,192878,62,0,32,103,12,77,5.0,1170968,28.746952,nan,1.170968,nan,4,3384,1156640,8,0,0,4,528,256,64,272,68,132,4,10416,62,4
38,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,0,562500.0,49.71309880956889,31.763593449336675,103,206,0,2,206,0,2,-105.0,70.5,-47.5,192878,135,0,32,103,14,81,5.0,604576,29.351528,nan,0.604576,nan,2,3312,578320,4,0,0,2,264,128,32,136,34,66,2,22680,135,2
39,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,0,562500.0,38.64132657066364,31.081483930343154,103,206,0,2,206,0,2,-105.0,70.5,-47.5,192878,114,0,32,103,16,86,5.0,601264,29.952792,nan,0.601264,nan,2,3528,578320,4,0,0,2,264,128,32,136,34,66,2,19152,114,2
40,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,0,562500.0,27.412257821095665,18.628061397877172,106,212,0,2,212,0,2,-105.0,70.5,-47.5,192878,45,0,32,106,14,85,5.0,589888,30.54268,nan,0.589888,nan,2,3744,578320,4,0,0,2,264,128,32,136,34,66,2,7560,45,2
41,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.24039077758789,61.24039077758789,105,210,0,1,210,0,1,-105.0,70.5,-47.5,192878,87,0,32,105,14,72,5.0,308156,30.850836,nan,0.308156,nan,1,4248,289160,2,0,0,1,132,64,16,68,17,33,1,14616,87,1
42,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,1,562500.0,51.45434426318438,37.20492831618526,101,202,1,4,202,0,5,-105.0,70.5,-47.5,192878,145,0,32,101,13,74,5.0,1186064,32.0369,nan,1.186064,nan,4,4536,1156640,8,0,0,4,528,256,64,272,68,132,4,24360,145,4
43,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,0,562500.0,36.60232051064588,32.57633967420552,99,198,0,2,198,0,2,-105.0,70.5,-47.5,192878,108,0,32,99,16,79,5.0,600616,32.637516,nan,0.600616,nan,2,3888,578320,4,0,0,2,264,128,32,136,34,66,2,18144,108,2
44,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.04098129272461,59.307289123535156,97,194,0,2,194,0,2,-105.0,70.5,-47.5,192878,36,0,32,97,12,76,5.0,587944,33.22546,nan,0.587944,nan,2,3312,578320,4,0,0,2,264,128,32,136,34,66,2,6048,36,2
45,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,0,562500.0,64.50165367126465,61.24039077758789,97,194,0,2,194,0,2,-105.0,70.5,-47.5,192878,65,0,32,97,12,73,5.0,592600,33.81806,nan,0.5926,nan,2,3096,578320,4,0,0,2,264,128,32,136,34,66,2,10920,65,2
46,-47.5,57.5,200,100,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.061944007873535,57.606903076171875,100,200,0,2,200,0,2,-105.0,70.5,-47.5,192878,163,0,32,100,13,71,5.0,608992,34.427052,nan,0.608992,nan,2,3024,578320,4,0,0,2,264,128,32,136,34,66,2,27384,163,2
47,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,1,562500.0,42.772703993808726,23.650745278663067,99,198,1,3,198,0,4,-105.0,70.5,-47.5,192878,107,0,32,99,10,67,5.0,888804,35.315856,nan,0.888804,nan,3,2952,867480,6,0,0,3,396,192,48,204,51,99,3,17976,107,3
48,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.5937614440918,59.5937614440918,99,198,0,1,198,0,1,-105.0,70.5,-47.5,192878,124,0,32,99,13,80,5.0,312716,35.628572,nan,0.312716,nan,1,2592,289160,2,0,0,1,132,64,16,68,17,33,1,20832,124,1
49,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,0,562500.0,50.409591966393386,29.169210456452127,103,206,0,3,206,0,3,-105.0,70.5,-47.5,192878,148,0,32,103,13,84,5.0,895908,36.52448,nan,0.895908,nan,3,3168,867480,6,0,0,3,396,192,48,204,51,99,3,24864,148,3
50,-47.5,57.5,216,108,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.205574579745225,58.94037900523798,108,216,0,3,216,0,3,-105.0,70.5,-47.5,192878,167,0,32,108,15,87,5.0,899172,37.423652,nan,0.899172,nan,3,3240,867480,6,0,0,3,396,192,48,204,51,99,3,28056,167,3
51,-47.5,57.5,220,110,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.89276695251465,58.35586166381836,110,220,0,2,220,0,2,-105.0,70.5,-47.5,192878,137,0,32,110,13,84,5.0,604912,38.028564,nan,0.604912,nan,2,3312,578320,4,0,0,2,264,128,32,136,34,66,2,23016,137,2
52,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,1,562500.0,66.25492986043294,64.08123016357422,112,224,1,3,224,0,4,-105.0,70.5,-47.5,192878,172,0,32,112,13,89,5.0,900660,38.929224,nan,0.90066,nan,3,3888,867480,6,0,0,3,396,192,48,204,51,99,3,28896,172,3
53,-47.5,57.5,242,121,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.47487926483154,58.20460891723633,121,242,0,2,242,0,2,-105.0,70.5,-47.5,192878,98,0,32,121,15,104,5.0,598216,39.52744,nan,0.598216,nan,2,3168,578320,4,0,0,2,264,128,32,136,34,66,2,16464,98,2
54,-47.5,57.5,262,131,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.61205863952637,59.74685287475586,131,262,0,2,262,0,2,-105.0,70.5,-47.5,192878,121,0,32,131,14,110,5.0,603304,40.130744,nan,0.603304,nan,2,4392,578320,4,0,0,2,264,128,32,136,34,66,2,20328,121,2
55,-47.5,57.5,266,133,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.430190086364746,59.24283218383789,133,266,0,2,266,0,2,-105.0,70.5,-47.5,192878,142,0,32,133,14,110,5.0,606688,40.737432,nan,0.606688,nan,2,4248,578320,4,0,0,2,264,128,32,136,34,66,2,23856,142,2
56,-47.5,57.5,274,137,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,137,274,0,0,274,0,0,-105.0,70.5,-47.5,192878,92,0,32,137,14,114,5.0,19848,40.75728,nan,0.019848,nan,0,4392,0,0,0,0,0,0,0,0,0,0,0,0,15456,92,0
57,-47.5,57.5,254,127,0,0.0,0.0,0,0.0,57.5,0,562500.0,66.07210159301758,66.07210159301758,127,254,0,1,254,0,1,-105.0,70.5,-47.5,192878,97,0,32,127,13,103,5.0,310772,41.068052,nan,0.310772,nan,1,5184,289160,2,0,0,1,132,64,16,68,17,33,1,16296,97,1
58,-47.5,57.5,256,128,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,128,256,0,0,256,0,0,-105.0,70.5,-47.5,192878,115,0,32,128,15,109,5.0,24720,41.092772,nan,0.02472,nan,0,5400,0,0,0,0,0,0,0,0,0,0,0,0,19320,115,0
59,-47.5,57.5,242,121,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.34115219116211,62.34115219116211,121,242,0,1,242,0,1,-105.0,70.5,-47.5,192878,84,0,32,121,13,84,5.0,308948,41.40172,nan,0.308948,nan,1,5544,289160,2,0,0,1,132,64,16,68,17,33,1,14112,84,1
60,-47.5,57.5,218,109,0,0.0,0.0,0,0.0,57.5,1,562500.0,65.21566009521484,60.87263107299805,109,218,1,3,218,0,4,-105.0,70.5,-47.5,192878,110,0,32,109,13,83,5.0,891828,42.293548,nan,0.891828,nan,3,5472,867480,6,0,0,3,396,192,48,204,51,99,3,18480,110,3
61,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,1,562500.0,66.36386299133301,66.36386108398438,112,224,1,1,224,0,2,-105.0,70.5,-47.5,192878,120,0,32,112,14,93,5.0,314204,42.607752,nan,0.314204,nan,1,4752,289160,2,0,0,1,132,64,16,68,17,33,1,20160,120,1
62,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,0,562500.0,37.82269627118408,20.152263511964538,105,210,0,3,210,0,3,-105.0,70.5,-47.5,192878,168,0,32,105,13,83,5.0,900708,43.50846,nan,0.900708,nan,3,4608,867480,6,0,0,3,396,192,48,204,51,99,3,28224,168,3
63,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.38529586791992,58.259029388427734,101,202,0,2,202,0,2,-105.0,70.5,-47.5,192878,158,0,32,101,15,83,5.0,609592,44.118052,nan,0.609592,nan,2,4464,578320,4,0,0,2,264,128,32,136,34,66,2,26544,158,2
64,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.41452980041504,59.41452407836914,99,198,0,1,198,0,1,-105.0,70.5,-47.5,192878,139,0,32,99,13,74,5.0,317180,44.435232,nan,0.31718,nan,1,4536,289160,2,0,0,1,132,64,16,68,17,33,1,23352,139,1
65,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,0,562500.0,42.759322034203116,22.81145648145543,95,190,0,3,190,0,3,-105.0,70.5,-47.5,192878,148,0,32,95,15,75,5.0,898140,45.333372,nan,0.89814,nan,3,5400,867480,6,0,0,3,396,192,48,204,51,99,3,24864,148,3
66,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,1,562500.0,58.85547637939453,58.85547637939453,97,194,1,1,194,0,2,-105.0,70.5,-47.5,192878,76,0,32,97,13,77,5.0,307244,45.640616,nan,0.307244,nan,1,5184,289160,2,0,0,1,132,64,16,68,17,33,1,12768,76,1
67,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,0,562500.0,50.097197008149124,38.91175244975433,98,196,0,4,196,0,4,-105.0,70.5,-47.5,192878,115,0,32,98,14,75,5.0,1181456,46.822072,nan,1.181456,nan,4,4968,1156640,8,0,0,4,528,256,64,272,68,132,4,19320,115,4
68,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.83955383300781,61.83955383300781,95,190,0,1,190,0,1,-105.0,70.5,-47.5,192878,135,0,32,95,16,72,5.0,316652,47.138724,nan,0.316652,nan,1,4680,289160,2,0,0,1,132,64,16,68,17,33,1,22680,135,1
69,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,0,562500.0,39.60285759277611,24.6116508391508,95,190,0,5,190,0,5,-105.0,70.5,-47.5,192878,137,0,32,95,14,75,5.0,1474732,48.613456,nan,1.474732,nan,5,5256,1445800,10,0,0,5,660,320,80,340,85,165,5,23016,137,5
70,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,0,562500.0,69.34026718139648,66.13909149169922,90,180,0,2,180,0,2,-105.0,70.5,-47.5,192878,69,0,32,90,14,77,5.0,594136,49.207592,nan,0.594136,nan,2,3960,578320,4,0,0,2,264,128,32,136,34,66,2,11592,69,2
71,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,0,562500.0,37.60650776766403,36.57521172722984,90,180,0,2,180,0,2,-105.0,70.5,-47.5,192878,79,0,32,90,12,70,5.0,595888,49.80348,nan,0.595888,nan,2,4032,578320,4,0,0,2,264,128,32,136,34,66,2,13272,79,2
72,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.80694580078125,60.21068572998047,91,182,0,2,182,0,2,-105.0,70.5,-47.5,192878,92,0,32,91,13,76,5.0,597856,50.401336,nan,0.597856,nan,2,3816,578320,4,0,0,2,264,128,32,136,34,66,2,15456,92,2
73,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,0,562500.0,57.63525390625,57.63525390625,84,168,0,1,168,0,1,-105.0,70.5,-47.5,192878,84,0,32,84,13,66,5.0,306644,50.70798,nan,0.306644,nan,1,3240,289160,2,0,0,1,132,64,16,68,17,33,1,14112,84,1
74,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.971534729003906,59.971534729003906,86,172,0,1,172,0,1,-105.0,70.5,-47.5,192878,67,0,32,86,12,62,5.0,304148,51.012128,nan,0.304148,nan,1,3600,289160,2,0,0,1,132,64,16,68,17,33,1,11256,67,1
75,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,1,562500.0,38.3824296722789,20.69038145843134,87,174,1,3,174,0,4,-105.0,70.5,-47.5,192878,113,0,32,87,13,52,5.0,891036,51.903164,nan,0.891036,nan,3,4176,867480,6,0,0,3,396,192,48,204,51,99,3,18984,113,3
76,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,0,562500.0,54.08733041848854,44.24809463532408,90,180,0,4,180,0,4,-105.0,70.5,-47.5,192878,124,0,32,90,13,56,5.0,1182104,53.085268,nan,1.182104,nan,4,4104,1156640,8,0,0,4,528,256,64,272,68,132,4,20832,124,4
77,-47.5,57.5,184,92,0,0.0,0.0,0,0.0,57.5,0,562500.0,51.379855252060594,41.689342036354645,92,184,0,4,184,0,4,-105.0,70.5,-47.5,192878,177,0,32,92,12,70,5.0,1190720,54.275988,nan,1.19072,nan,4,3816,1156640,8,0,0,4,528,256,64,272,68,132,4,29736,177,4
78,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,91,182,0,0,182,0,0,-105.0,70.5,-47.5,192878,153,0,32,91,12,70,5.0,29160,54.305148,nan,0.02916,nan,0,3456,0,0,0,0,0,0,0,0,0,0,0,0,25704,153,0
