step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_encoder_bytes_per_direction,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
11,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,1,532327.7854013598,40.07422539832053,14.297178096374905,69,138,1,6,138,0,7,-105.0,70.5,-47.5,192878,73,0,32,69,14,57,5.0,1748016,19.134432,nan,1.748016,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,12264,73,6
12,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,4,562500.0,44.688056193304604,31.33565761047305,76,152,4,5,152,0,9,-105.0,70.5,-47.5,192878,73,0,32,76,14,65,5.0,1458724,20.593156,nan,1.458724,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,12264,73,5
13,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,3,547731.1851889504,31.30685460594036,12.12809096429761,79,158,3,9,158,0,12,-105.0,70.5,-47.5,192878,109,0,32,79,13,65,5.0,2621940,23.215096,nan,2.62194,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,18312,109,9
14,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,2,488761.57077067107,31.88108353439115,9.378210557611546,87,174,2,9,174,0,11,-105.0,70.5,-47.5,192878,113,0,32,87,16,77,5.0,2622612,25.837708,nan,2.622612,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,18984,113,9
15,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,2,503965.83376544184,27.925490067389354,10.576502031459231,79,158,3,9,158,1,12,-105.0,70.5,-47.5,192878,103,0,32,79,14,72,5.0,2620932,28.45864,nan,2.620932,nan,9,0,2602440,18,0,0,9,1188,576,144,612,153,297,9,17304,103,9
16,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,3,497832.92370249133,21.884154908883843,7.085715717510627,77,154,4,9,154,1,13,-105.0,70.5,-47.5,192878,133,0,32,77,16,68,5.0,2626548,31.085188,nan,2.626548,nan,9,576,2602440,18,0,0,9,1188,576,144,612,153,297,9,22344,133,9
17,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,1,562500.0,34.34765854179546,20.353771257369118,77,154,1,8,154,0,9,-105.0,70.5,-47.5,192878,44,0,32,77,14,70,5.0,2322016,33.407204,nan,2.322016,nan,8,288,2313280,16,0,0,8,1056,512,128,544,136,264,8,7392,44,8
18,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,4,562500.0,41.21192649106191,22.016119165785053,73,146,4,8,146,0,12,-105.0,70.5,-47.5,192878,164,0,32,73,16,64,5.0,2344624,35.751828,nan,2.344624,nan,8,2736,2313280,16,0,0,8,1056,512,128,544,136,264,8,27552,164,8
19,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,4,562500.0,32.94231693151227,18.4320225524877,72,144,4,7,144,0,11,-105.0,70.5,-47.5,192878,152,0,32,72,14,59,5.0,2054900,37.806728,nan,2.0549,nan,7,4320,2024120,14,0,0,7,924,448,112,476,119,231,7,25536,152,7
20,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,1,562500.0,57.586696671034986,40.41956460569506,75,150,1,5,150,0,6,-105.0,70.5,-47.5,192878,188,0,32,75,14,60,5.0,1483948,39.290676,nan,1.483948,nan,5,5904,1445800,10,0,0,5,660,320,80,340,85,165,5,31584,188,5
21,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,4,500284.1841142929,26.469650056017727,11.033054549491217,75,150,4,8,150,0,12,-105.0,70.5,-47.5,192878,163,0,32,75,13,58,5.0,2349496,41.640172,nan,2.349496,nan,8,7776,2313280,16,0,0,8,1056,512,128,544,136,264,8,27384,163,8
22,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,4,545396.2938773944,37.97708721576799,12.313192771521981,77,154,4,8,154,0,12,-105.0,70.5,-47.5,192878,117,0,32,77,15,67,5.0,2341048,43.98122,nan,2.341048,nan,8,7056,2313280,16,0,0,8,1056,512,128,544,136,264,8,19656,117,8
23,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,4,562500.0,32.668624151701756,19.689435624174266,73,146,4,9,146,0,13,-105.0,70.5,-47.5,192878,117,0,32,73,16,63,5.0,2630772,46.611992,nan,2.630772,nan,9,7488,2602440,18,0,0,9,1188,576,144,612,153,297,9,19656,117,9
24,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,5,562500.0,32.873703558545344,18.98794818159942,71,142,5,6,142,0,11,-105.0,70.5,-47.5,192878,86,0,32,71,13,63,5.0,1756896,48.368888,nan,1.756896,nan,6,6696,1734960,12,0,0,6,792,384,96,408,102,198,6,14448,86,6
25,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,3,562500.0,42.59648646944291,20.67143777671358,76,152,3,6,152,0,9,-105.0,70.5,-47.5,192878,176,0,32,76,16,67,5.0,1772016,50.140904,nan,1.772016,nan,6,6696,1734960,12,0,0,6,792,384,96,408,102,198,6,29568,176,6
26,-47.5,57.5,148,74,0,0.0,0.0,0,0.0,57.5,0,562500.0,56.654017041067476,45.77902446627809,74,148,0,4,148,0,4,-105.0,70.5,-47.5,192878,174,0,32,74,13,65,5.0,1192520,51.333424,nan,1.19252,nan,4,6120,1156640,8,0,0,4,528,256,64,272,68,132,4,29232,174,4
27,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.58951143485886,60.2106819152832,76,152,0,5,152,0,5,-105.0,70.5,-47.5,192878,184,0,32,76,14,66,5.0,1484212,52.817636,nan,1.484212,nan,5,6840,1445800,10,0,0,5,660,320,80,340,85,165,5,30912,184,5
28,-47.5,57.5,160,80,0,0.0,0.0,0,0.0,57.5,4,562500.0,38.28298473240022,23.62611776012094,80,160,4,7,160,0,11,-105.0,70.5,-47.5,192878,252,0,32,80,15,69,5.0,2075660,54.893296,nan,2.07566,nan,7,8280,2024120,14,0,0,7,924,448,112,476,119,231,7,42336,252,7
29,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,2,562500.0,36.26761783121728,22.3218491949272,76,152,2,8,152,0,10,-105.0,70.5,-47.5,192878,58,0,32,76,11,56,5.0,2331712,57.225008,nan,2.331712,nan,8,7632,2313280,16,0,0,8,1056,512,128,544,136,264,8,9744,58,8
30,-47.5,57.5,148,74,0,0.0,0.0,0,0.0,57.5,3,562500.0,43.19215014410917,21.23614289846911,74,148,3,5,148,0,8,-105.0,70.5,-47.5,192878,198,0,32,74,13,61,5.0,1487572,58.71258,nan,1.487572,nan,5,7848,1445800,10,0,0,5,660,320,80,340,85,165,5,33264,198,5
31,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,1,562500.0,40.91754692807117,30.111964728485066,68,136,1,5,136,0,6,-105.0,70.5,-47.5,192878,161,0,32,68,16,59,5.0,1480708,60.193288,nan,1.480708,nan,5,7200,1445800,10,0,0,5,660,320,80,340,85,165,5,27048,161,5
32,-47.5,57.5,130,65,0,0.0,0.0,0,0.0,57.5,3,546239.8002369463,38.61104210006312,12.86771071369791,65,130,3,7,130,0,10,-105.0,70.5,-47.5,192878,255,0,32,65,13,47,5.0,2075156,62.268444,nan,2.075156,nan,7,7272,2024120,14,0,0,7,924,448,112,476,119,231,7,42840,255,7
33,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,3,562500.0,34.375215219513386,18.700726554024527,71,142,3,6,142,0,9,-105.0,70.5,-47.5,192878,192,0,32,71,13,59,5.0,1775496,64.04394,nan,1.775496,nan,6,7488,1734960,12,0,0,6,792,384,96,408,102,198,6,32256,192,6
34,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,6,562500.0,38.787133123868024,19.515892744837128,81,162,6,7,162,0,13,-105.0,70.5,-47.5,192878,223,0,32,81,15,70,5.0,2071436,66.115376,nan,2.071436,nan,7,8928,2024120,14,0,0,7,924,448,112,476,119,231,7,37464,223,7
35,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,8,508068.9196558545,24.265749516554177,9.05573970078554,86,172,8,9,172,0,17,-105.0,70.5,-47.5,192878,142,0,32,86,14,79,5.0,2637276,68.752652,nan,2.637276,nan,9,9792,2602440,18,0,0,9,1188,576,144,612,153,297,9,23856,142,9
36,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,2,480473.6854460684,34.48506482534867,8.114649426128501,94,188,2,8,188,0,10,-105.0,70.5,-47.5,192878,251,0,32,94,14,85,5.0,2365648,71.1183,nan,2.365648,nan,8,9144,2313280,16,0,0,8,1056,512,128,544,136,264,8,42168,251,8
37,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,2,562500.0,46.597512639338646,23.770162886631446,99,198,2,4,198,0,6,-105.0,70.5,-47.5,192878,278,0,32,99,16,88,5.0,1213448,72.331748,nan,1.213448,nan,4,9576,1156640,8,0,0,4,528,256,64,272,68,132,4,46704,278,4
38,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,5,562500.0,35.967288999936876,18.065271814505056,98,196,5,9,196,0,14,-105.0,70.5,-47.5,192878,300,0,32,98,16,87,5.0,2664468,74.996216,nan,2.664468,nan,9,10440,2602440,18,0,0,9,1188,576,144,612,153,297,9,50400,300,9
39,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,5,520227.3802220959,30.89915552095512,9.50195114862655,95,190,6,9,190,1,15,-105.0,70.5,-47.5,192878,281,0,32,95,16,87,5.0,2660988,77.657204,nan,2.660988,nan,9,10152,2602440,18,0,0,9,1188,576,144,612,153,297,9,47208,281,9
40,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,2,562500.0,44.531453549244425,30.189668705088245,91,182,2,6,182,0,8,-105.0,70.5,-47.5,192878,176,0,32,91,16,84,5.0,1774968,79.432172,nan,1.774968,nan,6,9648,1734960,12,0,0,6,792,384,96,408,102,198,6,29568,176,6
41,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,1,562500.0,46.50006311280498,34.411689851464374,89,178,1,6,178,0,7,-105.0,70.5,-47.5,192878,182,0,32,89,14,77,5.0,1775616,81.207788,nan,1.775616,nan,6,9288,1734960,12,0,0,6,792,384,96,408,102,198,6,30576,182,6
42,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,1,562500.0,44.93241870932046,39.93317241386675,86,172,1,4,172,0,5,-105.0,70.5,-47.5,192878,262,0,32,86,16,73,5.0,1211120,82.418908,nan,1.21112,nan,4,9936,1156640,8,0,0,4,528,256,64,272,68,132,4,44016,262,4
43,-47.5,57.5,164,82,0,0.0,0.0,0,0.0,57.5,2,532406.0078385302,24.437608745649,11.747023780536704,82,164,3,10,164,1,13,-105.0,70.5,-47.5,192878,111,0,32,82,16,70,5.0,2921144,85.340052,nan,2.921144,nan,10,9576,2891600,20,0,0,10,1320,640,160,680,170,330,10,18648,111,10
44,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,4,464876.1907989936,27.67579259437776,5.185893348505418,81,162,4,8,162,0,12,-105.0,70.5,-47.5,192878,147,0,32,81,15,69,5.0,2348104,87.688156,nan,2.348104,nan,8,9072,2313280,16,0,0,8,1056,512,128,544,136,264,8,24696,147,8
45,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,1,514348.8378036612,26.485743984805865,10.752780920347716,79,158,1,8,158,0,9,-105.0,70.5,-47.5,192878,205,0,32,79,15,69,5.0,2357128,90.045284,nan,2.357128,nan,8,8352,2313280,16,0,0,8,1056,512,128,544,136,264,8,34440,205,8
46,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,3,562500.0,45.5327572194596,27.377358786672758,87,174,3,4,174,0,7,-105.0,70.5,-47.5,192878,218,0,32,87,15,79,5.0,1201568,91.246852,nan,1.201568,nan,4,7776,1156640,8,0,0,4,528,256,64,272,68,132,4,36624,218,4
47,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,0,562500.0,39.870163833346005,26.204224007763134,91,182,0,6,182,0,6,-105.0,70.5,-47.5,192878,256,0,32,91,16,80,5.0,1787616,93.034468,nan,1.787616,nan,6,8856,1734960,12,0,0,6,792,384,96,408,102,198,6,43008,256,6
48,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,5,511235.74173675827,36.819825693411445,9.306396132999074,97,194,5,8,194,0,13,-105.0,70.5,-47.5,192878,220,0,32,97,13,84,5.0,2361232,95.3957,nan,2.361232,nan,8,9936,2313280,16,0,0,8,1056,512,128,544,136,264,8,36960,220,8
49,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,3,562500.0,45.392065372983886,39.33072019202924,94,188,4,7,188,1,11,-105.0,70.5,-47.5,192878,184,0,32,94,15,87,5.0,2065604,97.461304,nan,2.065604,nan,7,9648,2024120,14,0,0,7,924,448,112,476,119,231,7,30912,184,7
50,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,3,562500.0,43.32418653894511,18.735442180025423,95,190,3,5,190,0,8,-105.0,70.5,-47.5,192878,237,0,32,95,15,86,5.0,1496212,98.957516,nan,1.496212,nan,5,9936,1445800,10,0,0,5,660,320,80,340,85,165,5,39816,237,5
51,-47.5,57.5,192,96,0,0.0,0.0,0,0.0,57.5,4,513610.5518623256,34.294887170701664,10.68729205212085,96,192,4,6,192,0,10,-105.0,70.5,-47.5,192878,181,0,32,96,15,88,5.0,1776312,100.733828,nan,1.776312,nan,6,10152,1734960,12,0,0,6,792,384,96,408,102,198,6,30408,181,6
52,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,0,562500.0,43.15099610870672,26.33284669970415,98,196,0,6,196,0,6,-105.0,70.5,-47.5,192878,260,0,32,98,15,87,5.0,1789656,102.523484,nan,1.789656,nan,6,10224,1734960,12,0,0,6,792,384,96,408,102,198,6,43680,260,6
53,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,3,463305.50523058564,28.66300875069605,6.334232172492267,103,206,3,8,206,0,11,-105.0,70.5,-47.5,192878,184,0,32,103,13,90,5.0,2356768,104.880252,nan,2.356768,nan,8,11520,2313280,16,0,0,8,1056,512,128,544,136,264,8,30912,184,8
54,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,4,562500.0,39.975827536385374,27.55742921454943,102,204,4,5,204,0,9,-105.0,70.5,-47.5,192878,240,0,32,102,15,94,5.0,1498516,106.378768,nan,1.498516,nan,5,11736,1445800,10,0,0,5,660,320,80,340,85,165,5,40320,240,5
55,-47.5,57.5,238,119,0,0.0,0.0,0,0.0,57.5,2,533683.7080176478,29.318097987006592,12.357122524771803,119,238,2,7,238,0,9,-105.0,70.5,-47.5,192878,217,0,32,119,14,107,5.0,2075108,108.453876,nan,2.075108,nan,7,13608,2024120,14,0,0,7,924,448,112,476,119,231,7,36456,217,7
56,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,4,562500.0,41.827829693574905,25.38966232508551,114,228,4,6,228,0,10,-105.0,70.5,-47.5,192878,220,0,32,114,15,105,5.0,1784808,110.238684,nan,1.784808,nan,6,12096,1734960,12,0,0,6,792,384,96,408,102,198,6,36960,220,6
57,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,4,562500.0,49.98608395088102,37.110829070788064,114,228,4,6,228,0,10,-105.0,70.5,-47.5,192878,260,0,32,114,14,105,5.0,1792464,112.031148,nan,1.792464,nan,6,13032,1734960,12,0,0,6,792,384,96,408,102,198,6,43680,260,6
58,-47.5,57.5,232,116,0,0.0,0.0,0,0.0,57.5,5,541698.8293041608,36.823262795476225,10.077489937867057,116,232,5,7,232,0,12,-105.0,70.5,-47.5,192878,194,0,32,116,13,106,5.0,2071316,114.102464,nan,2.071316,nan,7,13680,2024120,14,0,0,7,924,448,112,476,119,231,7,32592,194,7
59,-47.5,57.5,226,113,0,0.0,0.0,0,0.0,57.5,4,562500.0,43.304229522224,19.791960460292067,113,226,4,5,226,0,9,-105.0,70.5,-47.5,192878,216,0,32,113,13,103,5.0,1494772,115.597236,nan,1.494772,nan,5,12024,1445800,10,0,0,5,660,320,80,340,85,165,5,36288,216,5
60,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,4,562500.0,34.16045943310282,18.125313891528755,106,212,4,6,212,0,10,-105.0,70.5,-47.5,192878,293,0,32,106,14,99,5.0,1797072,117.394308,nan,1.797072,nan,6,12096,1734960,12,0,0,6,792,384,96,408,102,198,6,49224,293,6
61,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,2,469743.25581156183,32.408208186253454,5.020050510886255,114,228,2,8,228,0,10,-105.0,70.5,-47.5,192878,356,0,32,114,18,107,5.0,2386384,119.780692,nan,2.386384,nan,8,12240,2313280,16,0,0,8,1056,512,128,544,136,264,8,59808,356,8
62,-47.5,57.5,222,111,0,0.0,0.0,0,0.0,57.5,2,541986.2725263597,31.79048721044984,13.18718444259609,111,222,2,7,222,0,9,-105.0,70.5,-47.5,192878,404,0,32,111,17,103,5.0,2105156,121.885848,nan,2.105156,nan,7,12240,2024120,14,0,0,7,924,448,112,476,119,231,7,67872,404,7
63,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,2,562500.0,37.35120515162757,23.945379833187424,105,210,2,8,210,0,10,-105.0,70.5,-47.5,192878,465,0,32,105,15,94,5.0,2403904,124.289752,nan,2.403904,nan,8,11448,2313280,16,0,0,8,1056,512,128,544,136,264,8,78120,465,8
64,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,3,527363.8643125879,30.758163913784976,5.956459234807304,91,182,3,8,182,0,11,-105.0,70.5,-47.5,192878,319,0,32,91,15,85,5.0,2377576,126.667328,nan,2.377576,nan,8,9648,2313280,16,0,0,8,1056,512,128,544,136,264,8,53592,319,8
65,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,4,538371.4966840242,45.360260357018525,12.645009946890566,93,186,4,6,186,0,10,-105.0,70.5,-47.5,192878,422,0,32,93,16,85,5.0,1816512,128.48384,nan,1.816512,nan,6,9864,1734960,12,0,0,6,792,384,96,408,102,198,6,70896,422,6
66,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,2,562500.0,40.575282889769646,30.388952234519977,91,182,2,5,182,0,7,-105.0,70.5,-47.5,192878,358,0,32,91,15,84,5.0,1515676,129.999516,nan,1.515676,nan,5,9072,1445800,10,0,0,5,660,320,80,340,85,165,5,60144,358,5
67,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,1,562500.0,45.9650319921567,24.917863791598734,89,178,1,6,178,0,7,-105.0,70.5,-47.5,192878,267,0,32,89,13,75,5.0,1790184,131.7897,nan,1.790184,nan,6,9576,1734960,12,0,0,6,792,384,96,408,102,198,6,44856,267,6
68,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,1,562500.0,42.39241605122312,33.11635772295536,84,168,1,8,168,0,9,-105.0,70.5,-47.5,192878,342,0,32,84,16,76,5.0,2381872,134.171572,nan,2.381872,nan,8,10080,2313280,16,0,0,8,1056,512,128,544,136,264,8,57456,342,8
69,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.21891155882748,25.878649053243727,85,170,0,4,170,0,4,-105.0,70.5,-47.5,192878,157,0,32,85,14,80,5.0,1192904,135.364476,nan,1.192904,nan,4,9360,1156640,8,0,0,4,528,256,64,272,68,132,4,26376,157,4
70,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,4,562500.0,43.8175862398449,35.8323206215241,85,170,4,8,170,0,12,-105.0,70.5,-47.5,192878,267,0,32,85,15,70,5.0,2370352,137.734828,nan,2.370352,nan,8,11160,2313280,16,0,0,8,1056,512,128,544,136,264,8,44856,267,8
71,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,2,537879.6324171466,34.134552656064386,10.550789966407146,81,162,2,9,162,0,11,-105.0,70.5,-47.5,192878,339,0,32,81,16,66,5.0,2670948,140.405776,nan,2.670948,nan,9,10368,2602440,18,0,0,9,1188,576,144,612,153,297,9,56952,339,9
72,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,2,562500.0,37.383393590631684,18.116834953172543,81,162,2,6,162,0,8,-105.0,70.5,-47.5,192878,350,0,32,81,16,73,5.0,1803840,142.209616,nan,1.80384,nan,6,9288,1734960,12,0,0,6,792,384,96,408,102,198,6,58800,350,6
73,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,4,540390.9170108719,39.626041645197795,8.51339550833141,81,162,5,8,162,1,13,-105.0,70.5,-47.5,192878,187,0,32,81,16,75,5.0,2355616,144.565232,nan,2.355616,nan,8,9864,2313280,16,0,0,8,1056,512,128,544,136,264,8,31416,187,8
74,-47.5,57.5,156,78,0,0.0,0.0,0,0.0,57.5,1,497665.2549290092,32.31685378587974,5.305269983410497,78,156,1,8,156,0,9,-105.0,70.5,-47.5,192878,162,0,32,78,13,69,5.0,2350408,146.91564,nan,2.350408,nan,8,8856,2313280,16,0,0,8,1056,512,128,544,136,264,8,27216,162,8
75,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,1,562500.0,46.317944713706744,34.95815224925022,76,152,1,5,152,0,6,-105.0,70.5,-47.5,192878,312,0,32,76,14,69,5.0,1506580,148.42222,nan,1.50658,nan,5,7704,1445800,10,0,0,5,660,320,80,340,85,165,5,52416,312,5
76,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,2,562500.0,45.64242240912574,27.058239934122383,76,152,2,6,152,0,8,-105.0,70.5,-47.5,192878,257,0,32,76,15,71,5.0,1787424,150.209644,nan,1.787424,nan,6,8496,1734960,12,0,0,6,792,384,96,408,102,198,6,43176,257,6
