step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_encoder_bytes_per_direction,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
13,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,9,552380.8540124476,27.485154343466483,13.214514387222675,79,158,9,10,158,0,19,-105.0,70.5,-47.5,192878,148,0,32,79,16,74,5.0,2917784,35.666916,nan,2.917784,nan,10,0,2891600,20,0,0,10,1320,640,160,680,170,330,10,24864,148,10
14,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,11,472440.7948336554,20.29276579658527,5.037431518379625,87,174,11,13,174,0,24,-105.0,70.5,-47.5,192878,161,0,32,87,15,80,5.0,3789284,39.4562,nan,3.789284,nan,13,1440,3759080,26,0,0,13,1716,832,208,884,221,429,13,27048,161,13
15,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,15,524791.4463584212,23.213691289455785,8.35089555618935,79,158,15,12,158,0,27,-105.0,70.5,-47.5,192878,113,0,32,79,14,75,5.0,3492792,42.948992,nan,3.492792,nan,12,2304,3469920,24,0,0,12,1584,768,192,816,204,396,12,18984,113,12
16,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,9,495453.5563618951,18.907982947697704,9.518195523857496,77,154,9,13,154,0,22,-105.0,70.5,-47.5,192878,207,0,32,77,16,69,5.0,3800108,46.7491,nan,3.800108,nan,13,4536,3759080,26,0,0,13,1716,832,208,884,221,429,13,34776,207,13
17,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,9,489046.7804146904,21.66192492982612,6.396754417439421,77,154,10,10,154,1,20,-105.0,70.5,-47.5,192878,139,0,32,77,15,72,5.0,2921528,49.670628,nan,2.921528,nan,10,5256,2891600,20,0,0,10,1320,640,160,680,170,330,10,23352,139,10
18,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,8,525451.0539666429,24.132231875756528,7.317806944785753,73,146,8,11,146,0,19,-105.0,70.5,-47.5,192878,137,0,32,73,15,65,5.0,3211564,52.882192,nan,3.211564,nan,11,6336,3180760,22,0,0,11,1452,704,176,748,187,363,11,23016,137,11
19,-47.5,57.5,144,72,0,0.0,0.0,0,0.0,57.5,11,502827.40617521695,18.967305523743505,6.829177388674347,72,144,11,12,144,0,23,-105.0,70.5,-47.5,192878,176,0,32,72,14,64,5.0,3508704,56.390896,nan,3.508704,nan,12,7632,3469920,24,0,0,12,1584,768,192,816,204,396,12,29568,176,12
20,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,5,533799.9728501989,23.225627209529534,7.137670539944044,75,150,5,12,150,0,17,-105.0,70.5,-47.5,192878,186,0,32,75,15,68,5.0,3510600,59.901496,nan,3.5106,nan,12,7848,3469920,24,0,0,12,1584,768,192,816,204,396,12,31248,186,12
21,-47.5,57.5,150,75,0,0.0,0.0,0,0.0,57.5,12,459457.00510906405,16.182693051347496,5.299810552641803,75,150,12,12,150,0,24,-105.0,70.5,-47.5,192878,155,0,32,75,13,70,5.0,3506616,63.408112,nan,3.506616,nan,12,9072,3469920,24,0,0,12,1584,768,192,816,204,396,12,26040,155,12
22,-47.5,57.5,154,77,0,0.0,0.0,0,0.0,57.5,8,478028.5968955219,19.065219205267596,6.573390789435831,77,154,9,13,154,1,22,-105.0,70.5,-47.5,192878,148,0,32,77,15,72,5.0,3794660,67.202772,nan,3.79466,nan,13,9000,3759080,26,0,0,13,1716,832,208,884,221,429,13,24864,148,13
23,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,9,540102.815194138,28.31148914056304,13.429043173157705,73,146,9,8,146,0,17,-105.0,70.5,-47.5,192878,235,0,32,73,14,69,5.0,2362960,69.565732,nan,2.36296,nan,8,9144,2313280,16,0,0,8,1056,512,128,544,136,264,8,39480,235,8
24,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,11,462305.104995921,22.104535454022237,5.161692553076158,71,142,11,12,142,0,23,-105.0,70.5,-47.5,192878,310,0,32,71,13,64,5.0,3533520,73.099252,nan,3.53352,nan,12,9936,3469920,24,0,0,12,1584,768,192,816,204,396,12,52080,310,12
25,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,12,562500.0,41.1405276842418,21.058833937151835,76,152,12,7,152,0,19,-105.0,70.5,-47.5,192878,267,0,32,76,15,71,5.0,2080196,75.179448,nan,2.080196,nan,7,10296,2024120,14,0,0,7,924,448,112,476,119,231,7,44856,267,7
26,-47.5,57.5,148,74,0,0.0,0.0,0,0.0,57.5,10,549131.0753276205,32.79613577480322,14.029927604033887,74,148,10,9,148,0,19,-105.0,70.5,-47.5,192878,231,0,32,74,14,64,5.0,2652588,77.832036,nan,2.652588,nan,9,10152,2602440,18,0,0,9,1188,576,144,612,153,297,9,38808,231,9
27,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,8,528908.6136694513,21.925981602880658,10.40901891033888,76,152,8,11,152,0,19,-105.0,70.5,-47.5,192878,220,0,32,76,15,70,5.0,3229252,81.061288,nan,3.229252,nan,11,10080,3180760,22,0,0,11,1452,704,176,748,187,363,11,36960,220,11
28,-47.5,57.5,160,80,0,0.0,0.0,0,0.0,57.5,9,554042.9180984963,30.256881217740784,14.274813264289403,80,160,9,10,160,0,19,-105.0,70.5,-47.5,192878,341,0,32,80,16,73,5.0,2961152,84.02244,nan,2.961152,nan,10,10944,2891600,20,0,0,10,1320,640,160,680,170,330,10,57288,341,10
29,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,13,544775.7462928517,30.364557427402417,11.893401131257422,76,152,13,9,152,0,22,-105.0,70.5,-47.5,192878,232,0,32,76,15,70,5.0,2652756,86.675196,nan,2.652756,nan,9,10152,2602440,18,0,0,9,1188,576,144,612,153,297,9,38976,232,9
30,-47.5,57.5,148,74,0,0.0,0.0,0,0.0,57.5,13,544318.3857136122,41.76539685194499,11.229627539553118,74,148,13,8,148,0,21,-105.0,70.5,-47.5,192878,210,0,32,74,15,67,5.0,2359192,89.034388,nan,2.359192,nan,8,9576,2313280,16,0,0,8,1056,512,128,544,136,264,8,35280,210,8
31,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,9,522272.6599958293,24.594139728081743,11.56530113022428,68,136,9,11,136,0,20,-105.0,70.5,-47.5,192878,275,0,32,68,15,62,5.0,3237124,92.271512,nan,3.237124,nan,11,8712,3180760,22,0,0,11,1452,704,176,748,187,363,11,46200,275,11
32,-47.5,57.5,130,65,0,0.0,0.0,0,0.0,57.5,9,562500.0,32.832069434416404,18.16326120333559,65,130,10,9,130,1,19,-105.0,70.5,-47.5,192878,268,0,32,65,15,59,5.0,2656932,94.928444,nan,2.656932,nan,9,8280,2602440,18,0,0,9,1188,576,144,612,153,297,9,45024,268,9
33,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,9,475473.8634984345,20.75050225729037,6.610032505476786,71,142,10,11,142,1,21,-105.0,70.5,-47.5,192878,83,0,32,71,14,66,5.0,3205516,98.13396,nan,3.205516,nan,11,9360,3180760,22,0,0,11,1452,704,176,748,187,363,11,13944,83,11
34,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,8,491725.4656808802,25.27026575459312,6.392918684497958,81,162,8,10,162,0,18,-105.0,70.5,-47.5,192878,80,0,32,81,15,76,5.0,2916368,101.050328,nan,2.916368,nan,10,10008,2891600,20,0,0,10,1320,640,160,680,170,330,10,13440,80,10
35,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,11,537374.0469924292,33.425947433182905,10.750149061875788,86,172,11,10,172,0,21,-105.0,70.5,-47.5,192878,124,0,32,86,16,80,5.0,2925488,103.975816,nan,2.925488,nan,10,11736,2891600,20,0,0,10,1320,640,160,680,170,330,10,20832,124,10
36,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,12,496192.97571810766,21.598775185577075,8.087735981504151,94,188,12,11,188,0,23,-105.0,70.5,-47.5,192878,275,0,32,94,16,85,5.0,3240796,107.216612,nan,3.240796,nan,11,12384,3180760,22,0,0,11,1452,704,176,748,187,363,11,46200,275,11
37,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,12,528760.3117055321,29.95728204700116,9.936284299964855,99,198,12,10,198,0,22,-105.0,70.5,-47.5,192878,291,0,32,99,16,90,5.0,2954984,110.171596,nan,2.954984,nan,10,13176,2891600,20,0,0,10,1320,640,160,680,170,330,10,48888,291,10
38,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,11,530182.9229559273,23.55958904769005,8.23512330637704,98,196,11,11,196,0,22,-105.0,70.5,-47.5,192878,285,0,32,98,16,91,5.0,3243556,113.415152,nan,3.243556,nan,11,13464,3180760,22,0,0,11,1452,704,176,748,187,363,11,47880,285,11
39,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,13,486121.0677808853,19.598048960458563,9.544670547151195,95,190,14,11,190,1,25,-105.0,70.5,-47.5,192878,327,0,32,95,15,91,5.0,3250180,116.665332,nan,3.25018,nan,11,13032,3180760,22,0,0,11,1452,704,176,748,187,363,11,54936,327,11
40,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,10,489942.07854845305,20.841752345624535,7.494743673843565,91,182,10,9,182,0,19,-105.0,70.5,-47.5,192878,292,0,32,91,16,87,5.0,2664636,119.329968,nan,2.664636,nan,9,11952,2602440,18,0,0,9,1188,576,144,612,153,297,9,49056,292,9
41,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,12,515097.0189555802,24.402070117124882,9.330160336883358,89,178,12,11,178,0,23,-105.0,70.5,-47.5,192878,208,0,32,89,16,82,5.0,3229612,122.55958,nan,3.229612,nan,11,12456,3180760,22,0,0,11,1452,704,176,748,187,363,11,34944,208,11
42,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,10,493187.26111564593,29.579134855545,5.766570468087703,86,172,11,8,172,1,19,-105.0,70.5,-47.5,192878,189,0,32,86,14,80,5.0,2357608,124.917188,nan,2.357608,nan,8,11520,2313280,16,0,0,8,1056,512,128,544,136,264,8,31752,189,8
43,-47.5,57.5,164,82,0,0.0,0.0,0,0.0,57.5,13,501693.75589393463,23.279670049973426,10.595332363336826,82,164,13,10,164,0,23,-105.0,70.5,-47.5,192878,171,0,32,82,15,74,5.0,2933096,127.850284,nan,2.933096,nan,10,11448,2891600,20,0,0,10,1320,640,160,680,170,330,10,28728,171,10
44,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,11,517797.85612899985,25.52126879676269,10.690538763320452,81,162,11,10,162,0,21,-105.0,70.5,-47.5,192878,211,0,32,81,15,72,5.0,2939240,130.789524,nan,2.93924,nan,10,10872,2891600,20,0,0,10,1320,640,160,680,170,330,10,35448,211,10
45,-47.5,57.5,158,79,0,0.0,0.0,0,0.0,57.5,10,500724.02910969016,24.052403126076243,6.9535151172946055,79,158,11,10,158,1,21,-105.0,70.5,-47.5,192878,134,0,32,79,14,72,5.0,2926016,133.71554,nan,2.926016,nan,10,10584,2891600,20,0,0,10,1320,640,160,680,170,330,10,22512,134,10
46,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,7,426639.27043929754,18.255446193529966,8.022782903179689,87,174,7,10,174,0,17,-105.0,70.5,-47.5,192878,165,0,32,87,13,80,5.0,2931296,136.646836,nan,2.931296,nan,10,10656,2891600,20,0,0,10,1320,640,160,680,170,330,10,27720,165,10
47,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,12,454479.64413627755,18.568772079109298,6.123587979757375,91,182,12,11,182,0,23,-105.0,70.5,-47.5,192878,314,0,32,91,15,82,5.0,3247276,139.894112,nan,3.247276,nan,11,12312,3180760,22,0,0,11,1452,704,176,748,187,363,11,52752,314,11
48,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,8,501157.906281872,23.64608038620291,8.01725089732543,97,194,8,9,194,0,17,-105.0,70.5,-47.5,192878,339,0,32,97,15,92,5.0,2672820,142.566932,nan,2.67282,nan,9,12240,2602440,18,0,0,9,1188,576,144,612,153,297,9,56952,339,9
49,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,13,535853.3767670857,31.23211492970997,12.875213256360677,94,188,13,9,188,0,22,-105.0,70.5,-47.5,192878,223,0,32,94,16,88,5.0,2653980,145.220912,nan,2.65398,nan,9,12888,2602440,18,0,0,9,1188,576,144,612,153,297,9,37464,223,9
50,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,12,516600.47766238346,22.444958595345824,10.29334226807107,95,190,13,8,190,1,21,-105.0,70.5,-47.5,192878,360,0,32,95,16,82,5.0,2387848,147.60876,nan,2.387848,nan,8,13032,2313280,16,0,0,8,1056,512,128,544,136,264,8,60480,360,8
51,-47.5,57.5,192,96,0,0.0,0.0,0,0.0,57.5,14,496327.04287596175,24.603538263638566,6.345902383780226,96,192,14,11,192,0,25,-105.0,70.5,-47.5,192878,375,0,32,96,17,91,5.0,3258892,150.867652,nan,3.258892,nan,11,13680,3180760,22,0,0,11,1452,704,176,748,187,363,11,63000,375,11
52,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,8,515649.44956542656,25.56861828185859,8.29068057203019,98,196,8,9,196,0,17,-105.0,70.5,-47.5,192878,286,0,32,98,16,93,5.0,2663628,153.53128,nan,2.663628,nan,9,11952,2602440,18,0,0,9,1188,576,144,612,153,297,9,48048,286,9
53,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,11,525160.4365434787,34.03946397177962,9.54380160397347,103,206,12,9,206,1,21,-105.0,70.5,-47.5,192878,362,0,32,103,14,94,5.0,2678196,156.209476,nan,2.678196,nan,9,13752,2602440,18,0,0,9,1188,576,144,612,153,297,9,60816,362,9
54,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,12,562500.0,40.423693304380265,31.58632592286867,102,204,12,8,204,0,20,-105.0,70.5,-47.5,192878,317,0,32,102,16,99,5.0,2380696,158.590172,nan,2.380696,nan,8,13104,2313280,16,0,0,8,1056,512,128,544,136,264,8,53256,317,8
55,-47.5,57.5,238,119,0,0.0,0.0,0,0.0,57.5,15,545030.8231309226,31.00824552630483,11.781447144990995,119,238,15,9,238,0,24,-105.0,70.5,-47.5,192878,378,0,32,119,14,110,5.0,2683620,161.273792,nan,2.68362,nan,9,16488,2602440,18,0,0,9,1188,576,144,612,153,297,9,63504,378,9
56,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,12,493807.1572351852,24.277340688109906,9.235726400228213,114,228,12,11,228,0,23,-105.0,70.5,-47.5,192878,371,0,32,114,16,109,5.0,3259876,164.533668,nan,3.259876,nan,11,15336,3180760,22,0,0,11,1452,704,176,748,187,363,11,62328,371,11
57,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,14,489144.8603409346,22.03525251927927,6.626762644419375,114,228,14,8,228,0,22,-105.0,70.5,-47.5,192878,404,0,32,114,14,108,5.0,2398048,166.931716,nan,2.398048,nan,8,15840,2313280,16,0,0,8,1056,512,128,544,136,264,8,67872,404,8
58,-47.5,57.5,232,116,0,0.0,0.0,0,0.0,57.5,12,562500.0,38.12117992586606,20.32808116552761,116,232,12,7,232,0,19,-105.0,70.5,-47.5,192878,316,0,32,116,13,111,5.0,2093756,169.025472,nan,2.093756,nan,7,15624,2024120,14,0,0,7,924,448,112,476,119,231,7,53088,316,7
59,-47.5,57.5,226,113,0,0.0,0.0,0,0.0,57.5,11,562500.0,47.11531783195886,39.35942584992465,113,226,11,6,226,0,17,-105.0,70.5,-47.5,192878,391,0,32,113,13,105,5.0,1817208,170.84268,nan,1.817208,nan,6,15768,1734960,12,0,0,6,792,384,96,408,102,198,6,65688,391,6
60,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,10,472090.7858060541,24.71008341827898,6.794571460985603,106,212,11,10,212,1,21,-105.0,70.5,-47.5,192878,402,0,32,106,15,103,5.0,2975720,173.8184,nan,2.97572,nan,10,15264,2891600,20,0,0,10,1320,640,160,680,170,330,10,67536,402,10
61,-47.5,57.5,228,114,0,0.0,0.0,0,0.0,57.5,10,487237.0026775907,26.837560061373864,10.454944418084205,114,228,11,10,228,1,21,-105.0,70.5,-47.5,192878,547,0,32,114,18,111,5.0,3000872,176.819272,nan,3.000872,nan,10,16056,2891600,20,0,0,10,1320,640,160,680,170,330,10,91896,547,10
62,-47.5,57.5,222,111,0,0.0,0.0,0,0.0,57.5,13,544926.1959231736,32.32471979299675,14.013138472859396,111,222,13,8,222,0,21,-105.0,70.5,-47.5,192878,526,0,32,111,17,107,5.0,2417968,179.23724,nan,2.417968,nan,8,15264,2313280,16,0,0,8,1056,512,128,544,136,264,8,88368,526,8
63,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,10,514258.85556386854,32.61338648496232,8.478540009569757,105,210,10,9,210,0,19,-105.0,70.5,-47.5,192878,426,0,32,105,15,103,5.0,2690100,181.92734,nan,2.6901,nan,9,14904,2602440,18,0,0,9,1188,576,144,612,153,297,9,71568,426,9
64,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,19,547072.3115947251,31.446548112156716,12.93877702291766,91,182,19,9,182,0,28,-105.0,70.5,-47.5,192878,483,0,32,91,16,88,5.0,2697588,184.624928,nan,2.697588,nan,9,12816,2602440,18,0,0,9,1188,576,144,612,153,297,9,81144,483,9
65,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,11,489880.1361716051,20.335500056757002,9.451597131318719,93,186,11,11,186,0,22,-105.0,70.5,-47.5,192878,376,0,32,93,14,89,5.0,3257692,187.88262,nan,3.257692,nan,11,12312,3180760,22,0,0,11,1452,704,176,748,187,363,11,63168,376,11
66,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,9,531054.5426350858,33.53913764463047,8.461529076089683,91,182,9,8,182,0,17,-105.0,70.5,-47.5,192878,410,0,32,91,15,89,5.0,2395960,190.27858,nan,2.39596,nan,8,12744,2313280,16,0,0,8,1056,512,128,544,136,264,8,68880,410,8
67,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,9,497763.31847867026,23.872557661566336,8.130839127778884,89,178,10,10,178,1,20,-105.0,70.5,-47.5,192878,438,0,32,89,15,84,5.0,2978960,193.25754,nan,2.97896,nan,10,12456,2891600,20,0,0,10,1320,640,160,680,170,330,10,73584,438,10
68,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,11,562500.0,44.30511943675942,31.533893433489276,84,168,11,8,168,0,19,-105.0,70.5,-47.5,192878,497,0,32,84,15,82,5.0,2409352,195.666892,nan,2.409352,nan,8,11520,2313280,16,0,0,8,1056,512,128,544,136,264,8,83496,497,8
69,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,10,522455.904331444,21.797561923822084,10.214341718555012,85,170,10,11,170,0,21,-105.0,70.5,-47.5,192878,459,0,32,85,16,82,5.0,3271060,198.937952,nan,3.27106,nan,11,11736,3180760,22,0,0,11,1452,704,176,748,187,363,11,77112,459,11
70,-47.5,57.5,170,85,0,0.0,0.0,0,0.0,57.5,9,473750.02865813585,22.604395541548726,5.3469758802813105,85,170,9,11,170,0,20,-105.0,70.5,-47.5,192878,414,0,32,85,15,83,5.0,3262996,202.200948,nan,3.262996,nan,11,11232,3180760,22,0,0,11,1452,704,176,748,187,363,11,69552,414,11
71,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,8,513665.3362911165,20.23070408558458,7.445585804597711,81,162,8,14,162,0,22,-105.0,70.5,-47.5,192878,508,0,32,81,17,80,5.0,4146736,206.347684,nan,4.146736,nan,14,11304,4048240,28,0,0,14,1848,896,224,952,238,462,14,85344,508,14
72,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,9,498252.16579522134,25.62162951236071,9.128647131454187,81,162,9,10,162,0,19,-105.0,70.5,-47.5,192878,466,0,32,81,15,80,5.0,2982440,209.330124,nan,2.98244,nan,10,11232,2891600,20,0,0,10,1320,640,160,680,170,330,10,78288,466,10
73,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,7,524929.2757167537,21.079109666328215,7.469281403136712,81,162,7,11,162,0,18,-105.0,70.5,-47.5,192878,405,0,32,81,15,79,5.0,3261628,212.591752,nan,3.261628,nan,11,11376,3180760,22,0,0,11,1452,704,176,748,187,363,11,68040,405,11
74,-47.5,57.5,156,78,0,0.0,0.0,0,0.0,57.5,12,543514.6623702681,27.499691213484258,11.766121037181453,78,156,12,9,156,0,21,-105.0,70.5,-47.5,192878,276,0,32,78,14,76,5.0,2660940,215.252692,nan,2.66094,nan,9,10944,2602440,18,0,0,9,1188,576,144,612,153,297,9,46368,276,9
75,-47.5,57.5,152,76,0,0.0,0.0,0,0.0,57.5,8,491139.14189025166,18.139875711644592,6.677237324145225,76,152,8,11,152,0,19,-105.0,70.5,-47.5,192878,270,0,32,76,12,72,5.0,3238156,218.490848,nan,3.238156,nan,11,10584,3180760,22,0,0,11,1452,704,176,748,187,363,11,45360,270,11
