step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0.1_comm_bytes,t2_b0.1_comm_cumulative_mb,t2_b0.1_comm_cumulative_vs_greedy_ratio,t2_b0.1_comm_mb,t2_b0.1_comm_vs_greedy_ratio,t2_b0.1_events,t2_b0.1_merge_metadata_bytes,t2_b0.1_metadata_bytes,t2_b0.1_model_bytes,t2_b0.1_policy_model_bytes,t2_b0.1_selected_providers
29,-100.0,5.0,808,404,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62383624,1632.980232,nan,62.383624,nan,408,3264,559944,58714464,3105952,408
30,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61933728,1694.91396,nan,61.933728,nan,405,3240,557172,58282740,3090576,405
31,-100.0,5.0,816,408,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56519364,1751.433324,nan,56.519364,nan,367,2936,565488,52814236,3136704,367
32,-100.0,5.0,802,401,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59478082,1810.911406,nan,59.478082,nan,388,3104,555786,55836304,3082888,388
33,-100.0,5.0,788,394,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61573304,1872.48471,nan,61.573304,nan,403,3224,546084,57994924,3029072,403
34,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57651276,1930.135986,nan,57.651276,nan,376,3008,540540,54109408,2998320,376
35,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59369194,1989.50518,nan,59.369194,nan,388,3104,539154,55836304,2990632,388
36,-100.0,5.0,790,395,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61006714,2050.511894,nan,61.006714,nan,399,3192,547470,57419292,3036760,399
37,-100.0,5.0,796,398,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58443448,2108.955342,nan,58.443448,nan,381,3048,551628,54828948,3059824,381
38,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57651276,2166.606618,nan,57.651276,nan,376,3008,540540,54109408,2998320,376
39,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60043404,2226.650022,nan,60.043404,nan,393,3144,532224,56555844,2952192,393
40,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59782794,2286.432816,nan,59.782794,nan,391,3128,536382,56268028,2975256,391
41,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60205468,2346.638284,nan,60.205468,nan,394,3152,534996,56699752,2967568,394
42,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57937840,2404.576124,nan,57.93784,nan,379,3032,518364,54541132,2875312,379
43,-100.0,5.0,752,376,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59251232,2463.827356,nan,59.251232,nan,388,3104,521136,55836304,2890688,388
44,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58720938,2522.548294,nan,58.720938,nan,384,3072,528066,55260672,2929128,384
45,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59513110,2582.061404,nan,59.51311,nan,389,3112,539154,55980212,2990632,389
46,-100.0,5.0,788,394,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60421976,2642.48338,nan,60.421976,nan,395,3160,546084,56843660,3029072,395
47,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56787780,2699.27116,nan,56.78778,nan,370,2960,540540,53245960,2998320,370
48,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58398078,2757.669238,nan,58.398078,nan,381,3048,544698,54828948,3021384,381
49,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61303620,2818.972858,nan,61.30362,nan,401,3208,548856,57707108,3044448,401
50,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62464022,2881.43688,nan,62.464022,nan,409,3272,550242,58858372,3052136,409
51,-100.0,5.0,814,407,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60396022,2941.832902,nan,60.396022,nan,394,3152,564102,56699752,3129016,394
52,-100.0,5.0,828,414,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,63913524,3005.746426,nan,63.913524,nan,418,3344,573804,60153544,3182832,418
53,-100.0,5.0,828,414,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58012968,3063.759394,nan,58.012968,nan,377,3016,573804,54253316,3182832,377
54,-100.0,5.0,808,404,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57490480,3121.249874,nan,57.49048,nan,374,2992,559944,53821592,3105952,374
55,-100.0,5.0,816,408,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57382860,3178.632734,nan,57.38286,nan,373,2984,565488,53677684,3136704,373
56,-100.0,5.0,810,405,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62248782,3240.881516,nan,62.248782,nan,407,3256,561330,58570556,3113640,407
57,-100.0,5.0,810,405,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59802210,3300.683726,nan,59.80221,nan,390,3120,561330,56124120,3113640,390
58,-100.0,5.0,810,405,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59946126,3360.629852,nan,59.946126,nan,391,3128,561330,56268028,3113640,391
59,-100.0,5.0,810,405,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59946126,3420.575978,nan,59.946126,nan,391,3128,561330,56268028,3113640,391
60,-100.0,5.0,800,400,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56590688,3477.166666,nan,56.590688,nan,368,2944,554400,52958144,3075200,368
61,-100.0,5.0,798,399,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61618674,3538.78534,nan,61.618674,nan,403,3224,553014,57994924,3067512,403
62,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59926710,3598.71205,nan,59.92671,nan,392,3136,536382,56411936,2975256,392
63,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57309000,3656.02105,nan,57.309,nan,374,2992,532224,53821592,2952192,374
64,-100.0,5.0,790,395,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55825738,3711.846788,nan,55.825738,nan,363,2904,547470,52238604,3036760,363
65,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57283046,3769.129834,nan,57.283046,nan,373,2984,550242,53677684,3052136,373
66,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57822414,3826.952248,nan,57.822414,nan,377,3016,544698,54253316,3021384,377
67,-100.0,5.0,818,409,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,61565498,3888.517746,nan,61.565498,nan,402,3216,566874,57851016,3144392,402
68,-100.0,5.0,816,408,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,62563836,3951.081582,nan,62.563836,nan,409,3272,565488,58858372,3136704,409
69,-100.0,5.0,818,409,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56960186,4008.041768,nan,56.960186,nan,370,2960,566874,53245960,3144392,370
70,-100.0,5.0,816,408,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58822020,4066.863788,nan,58.82202,nan,383,3064,565488,55116764,3136704,383
71,-100.0,5.0,818,409,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59550674,4126.414462,nan,59.550674,nan,388,3104,566874,55836304,3144392,388
72,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56905742,4183.320204,nan,56.905742,nan,370,2960,558558,53245960,3098264,370
73,-100.0,5.0,796,398,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60602188,4243.922392,nan,60.602188,nan,396,3168,551628,56987568,3059824,396
74,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56356032,4300.278424,nan,56.356032,nan,367,2936,540540,52814236,2998320,367
75,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52612948,4352.891372,nan,52.612948,nan,342,2736,518364,49216536,2875312,342
76,-100.0,5.0,758,379,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57839294,4410.730666,nan,57.839294,nan,378,3024,525294,54397224,2913752,378
77,-100.0,5.0,770,385,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51849266,4462.579932,nan,51.849266,nan,336,2688,533610,48353088,2959880,336
78,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53971710,4516.551642,nan,53.97171,nan,351,2808,528066,50511708,2929128,351
79,-100.0,5.0,828,414,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55854228,4572.40587,nan,55.854228,nan,362,2896,573804,52094696,3182832,362
80,-100.0,5.0,810,405,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57931302,4630.337172,nan,57.931302,nan,377,3016,561330,54253316,3113640,377
81,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54035228,4684.3724,nan,54.035228,nan,351,2808,537768,50511708,2982944,351
82,-100.0,5.0,770,385,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55159334,4739.531734,nan,55.159334,nan,359,2872,533610,51662972,2959880,359
83,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55725924,4795.257658,nan,55.725924,nan,363,2904,532224,52238604,2952192,363
84,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54026154,4849.283812,nan,54.026154,nan,351,2808,536382,50511708,2975256,351
85,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51372148,4900.65596,nan,51.372148,nan,333,2664,526680,47921364,2921440,333
86,-100.0,5.0,712,356,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49427380,4950.08334,nan,49.42738,nan,321,2568,493416,46194468,2736928,321
87,-100.0,5.0,718,359,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53772082,5003.855422,nan,53.772082,nan,351,2808,497574,50511708,2759992,351
88,-100.0,5.0,696,348,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50937864,5054.793286,nan,50.937864,nan,332,2656,482328,47777456,2675424,332
89,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50812096,5105.605382,nan,50.812096,nan,331,2648,485100,47633548,2690800,331
90,-100.0,5.0,694,347,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46611310,5152.216692,nan,46.61131,nan,302,2416,480942,43460216,2667736,302
91,-100.0,5.0,704,352,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54572060,5206.788752,nan,54.57206,nan,357,2856,487872,51375156,2706176,357
92,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54122164,5260.910916,nan,54.122164,nan,354,2832,485100,50943432,2690800,354
93,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47358112,5308.269028,nan,47.358112,nan,307,2456,485100,44179756,2690800,307
94,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51531676,5359.800704,nan,51.531676,nan,336,2688,485100,48353088,2690800,336
95,-100.0,5.0,692,346,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50344052,5410.144756,nan,50.344052,nan,328,2624,479556,47201824,2660048,328
96,-100.0,5.0,688,344,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49174576,5459.319332,nan,49.174576,nan,320,2560,476784,46050560,2644672,320
97,-100.0,5.0,672,336,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,45216252,5504.535584,nan,45.216252,nan,293,2344,465696,42165044,2583168,293
98,-100.0,5.0,656,328,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49029392,5553.564976,nan,49.029392,nan,320,2560,454608,46050560,2521664,320
99,-100.0,5.0,668,334,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48508172,5602.073148,nan,48.508172,nan,316,2528,462924,45474928,2567792,316
100,-100.0,5.0,684,342,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49732092,5651.80524,nan,49.732092,nan,324,2592,474012,46626192,2629296,324
101,-100.0,5.0,678,339,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46970466,5698.775706,nan,46.970466,nan,305,2440,469854,43891940,2606232,305
102,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47933776,5746.709482,nan,47.933776,nan,311,2488,485100,44755388,2690800,311
103,-100.0,5.0,694,347,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48913966,5795.623448,nan,48.913966,nan,318,2544,480942,45762744,2667736,318
104,-100.0,5.0,720,360,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51622416,5847.245864,nan,51.622416,nan,336,2688,498960,48353088,2767680,336
105,-100.0,5.0,724,362,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50345320,5897.591184,nan,50.34532,nan,327,2616,501732,47057916,2783056,327
106,-100.0,5.0,736,368,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56444236,5954.03542,nan,56.444236,nan,369,2952,510048,53102052,2829184,369
107,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55598888,6009.634308,nan,55.598888,nan,363,2904,512820,52238604,2844560,363
108,-100.0,5.0,722,361,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48321422,6057.95573,nan,48.321422,nan,313,2504,500346,45043204,2775368,313
109,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52909854,6110.865584,nan,52.909854,nan,344,2752,519750,49504352,2883000,344
110,-100.0,5.0,746,373,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51452546,6162.31813,nan,51.452546,nan,334,2672,516978,48065272,2867624,334
111,-100.0,5.0,732,366,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51964692,6214.282822,nan,51.964692,nan,338,2704,507276,48640904,2813808,338
112,-100.0,5.0,728,364,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48924308,6263.20713,nan,48.924308,nan,317,2536,504504,45618836,2798432,317
113,-100.0,5.0,728,364,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54537032,6317.744162,nan,54.537032,nan,356,2848,504504,51231248,2798432,356
114,-100.0,5.0,770,385,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54727586,6372.471748,nan,54.727586,nan,356,2848,533610,51231248,2959880,356
115,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55023224,6427.494972,nan,55.023224,nan,359,2872,512820,51662972,2844560,359
116,-100.0,5.0,746,373,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52172126,6479.667098,nan,52.172126,nan,339,2712,516978,48784812,2867624,339
117,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52765938,6532.433036,nan,52.765938,nan,343,2744,519750,49360444,2883000,343
118,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57218260,6589.651296,nan,57.21826,nan,374,2992,518364,53821592,2875312,374
119,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54492930,6644.144226,nan,54.49293,nan,355,2840,519750,51087340,2883000,355
120,-100.0,5.0,752,376,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51767600,6695.911826,nan,51.7676,nan,336,2688,521136,48353088,2890688,336
121,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57093760,6753.005586,nan,57.09376,nan,372,2976,543312,53533776,3013696,372
122,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52612948,6805.618534,nan,52.612948,nan,342,2736,518364,49216536,2875312,342
123,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53341602,6858.960136,nan,53.341602,nan,347,2776,519750,49936076,2883000,347
124,-100.0,5.0,758,379,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54241394,6913.20153,nan,54.241394,nan,353,2824,525294,50799524,2913752,353
125,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57417888,6970.619418,nan,57.417888,nan,374,2992,548856,53821592,3044448,374
126,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56059126,7026.678544,nan,56.059126,nan,365,2920,539154,52526420,2990632,365
127,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55033566,7081.71211,nan,55.033566,nan,358,2864,536382,51519064,2975256,358
128,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57049658,7138.761768,nan,57.049658,nan,371,2968,558558,53389868,3098264,371
129,-100.0,5.0,818,409,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59118926,7197.880694,nan,59.118926,nan,385,3080,566874,55404580,3144392,385
130,-100.0,5.0,822,411,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57985746,7255.86644,nan,57.985746,nan,377,3016,569646,54253316,3159768,377
131,-100.0,5.0,816,408,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,59397684,7315.264124,nan,59.397684,nan,387,3096,565488,55692396,3136704,387
132,-100.0,5.0,834,417,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56457114,7371.721238,nan,56.457114,nan,366,2928,577962,52670328,3205896,366
133,-100.0,5.0,818,409,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56672354,7428.393592,nan,56.672354,nan,368,2944,566874,52958144,3144392,368
134,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58685910,7487.079502,nan,58.68591,nan,383,3064,544698,55116764,3021384,383
135,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52865752,7539.945254,nan,52.865752,nan,343,2744,534996,49360444,2967568,343
136,-100.0,5.0,756,378,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53080992,7593.026246,nan,53.080992,nan,345,2760,523908,49648260,2906064,345
137,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53620360,7646.646606,nan,53.62036,nan,349,2792,518364,50223892,2875312,349
138,-100.0,5.0,736,368,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50543680,7697.190286,nan,50.54368,nan,328,2624,510048,47201824,2829184,328
139,-100.0,5.0,736,368,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50543680,7747.733966,nan,50.54368,nan,328,2624,510048,47201824,2829184,328
140,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51857072,7799.591038,nan,51.857072,nan,337,2696,512820,48496996,2844560,337
141,-100.0,5.0,770,385,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53720174,7853.311212,nan,53.720174,nan,349,2792,533610,50223892,2959880,349
142,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49789072,7903.100284,nan,49.789072,nan,322,2576,526680,46338376,2921440,322
143,-100.0,5.0,758,379,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54097478,7957.197762,nan,54.097478,nan,352,2816,525294,50655616,2913752,352
144,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54115626,8011.313388,nan,54.115626,nan,352,2816,528066,50655616,2929128,352
145,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52271940,8063.585328,nan,52.27194,nan,339,2712,532224,48784812,2952192,339
146,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53477712,8117.06304,nan,53.477712,nan,347,2776,540540,49936076,2998320,347
147,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57966330,8175.02937,nan,57.96633,nan,378,3024,544698,54397224,3021384,378
148,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52596068,8227.625438,nan,52.596068,nan,341,2728,537768,49072628,2982944,341
149,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51516064,8279.141502,nan,51.516064,nan,334,2672,526680,48065272,2921440,334
150,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51317704,8330.459206,nan,51.317704,nan,333,2664,518364,47921364,2875312,333
151,-100.0,5.0,744,372,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47989488,8378.448694,nan,47.989488,nan,310,2480,515592,44611480,2859936,310
