step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0.1_train_updates,train_updates_this_step
90,2975,694,276,12700,184
91,2991,704,335,12892,192
92,2940,700,384,13072,180
93,2984,700,263,13252,180
94,2907,700,400,13444,192
95,2860,692,359,13628,184
96,2882,688,291,13808,180
97,2877,672,294,13988,180
98,2880,656,312,14172,184
99,2820,668,364,14356,184
100,2873,684,265,14528,172
101,2781,678,371,14708,180
102,2770,700,317,14888,180
103,2686,694,385,15060,172
104,2609,720,395,15236,176
105,2659,724,270,15404,168
106,2704,736,311,15576,172
107,2770,740,285,15740,164
108,2701,722,364,15900,160
109,2799,750,242,16056,156
110,2838,746,284,16212,156
111,2970,732,206,16372,160
112,3039,728,247,16540,168
113,3039,728,347,16720,180
114,3022,770,358,16904,184
115,2989,740,379,17080,176
116,3061,746,267,17252,172
117,3039,750,358,17432,180
118,3005,748,386,17616,184
119,3035,750,314,17792,176
120,3118,752,253,17972,180
121,3129,784,345,18152,180
122,3148,748,296,18316,164
123,3228,750,239,18480,164
124,3196,758,357,18656,176
125,3227,792,318,18836,180
126,3134,778,421,19012,176
127,3182,774,284,19184,172
128,3180,806,345,19364,180
129,3216,818,321,19548,184
130,3282,822,281,19728,180
131,3279,816,355,19912,184
132,3249,834,367,20092,180
133,3219,818,365,20268,176
134,3123,786,444,20436,168
135,3112,772,339,20592,156
136,3189,756,262,20752,160
137,3082,748,433,20924,172
138,2939,736,439,21088,164
139,2805,736,439,21240,152
140,2851,740,284,21384,144
141,2877,770,313,21528,144
142,2826,760,357,21676,148
143,2869,758,297,21832,156
144,2834,762,372,21996,164
145,2883,768,282,22152,156
146,2832,780,382,22304,152
147,2837,786,360,22456,152
148,2792,776,359,22616,160
149,2847,760,271,22772,156
150,2796,748,365,22932,160
151,2858,744,242,23092,160
152,2910,744,255,23256,164
153,2939,742,280,23420,164
154,3023,740,251,23592,172
155,2973,774,392,23764,172
156,2952,790,361,23940,176
157,2915,810,393,24112,172
158,2949,800,301,24284,172
159,3030,814,281,24456,172
160,2978,828,385,24632,176
161,2975,820,361,24804,172
162,3068,834,283,24968,164
163,3035,798,382,25132,164
164,3099,812,305,25280,148
165,3127,832,340,25436,156
166,3262,838,236,25596,160
167,3292,824,328,25768,172
168,3258,810,354,25936,168
169,3243,796,347,26100,164
170,3206,776,344,26268,168
171,3196,782,337,26444,176
172,3166,794,354,26612,168
173,3148,776,347,26788,176
174,3172,778,319,26968,180
175,2975,752,517,27152,184
176,3023,754,268,27320,168
177,2868,750,458,27492,172
178,2810,752,373,27664,172
179,2806,746,335,27832,168
180,2720,736,391,28000,168
181,2818,742,223,28160,160
182,2842,738,296,28324,164
183,2900,736,284,28492,168
184,2872,706,316,28660,168
185,2764,726,412,28836,176
186,2728,736,328,29000,164
187,2787,734,274,29164,164
188,2820,734,278,29332,168
189,2807,720,321,29504,172
190,2797,734,316,29684,180
191,2840,738,284,29856,172
192,2782,750,369,30028,172
193,2664,758,434,30192,164
194,2734,764,251,30348,156
195,2833,764,230,30512,164
196,2761,784,406,30688,176
197,2805,768,291,30848,160
198,2839,776,305,31008,160
199,2818,770,312,31168,160
200,2925,774,221,31328,160
201,2960,776,308,31492,164
202,2869,754,400,31660,168
203,2844,736,332,31828,168
204,2800,752,357,31996,168
205,2843,748,275,32152,156
206,2852,762,302,32324,172
207,2916,768,257,32496,172
208,2805,804,444,32680,184
209,2857,816,289,32848,168
210,2768,800,409,33012,164
211,2734,794,349,33164,152
212,2716,802,360,33320,156
213,2757,788,266,33472,152
214,2816,786,288,33636,164
215,2907,778,249,33796,160
216,3021,792,242,33956,160
217,3064,814,301,34112,156
218,2948,800,435,34280,168
219,2874,808,399,34440,160
220,2918,798,273,34600,160
221,3035,792,235,34764,164
222,2969,786,371,34944,180
223,2988,756,292,35116,172
224,3015,752,295,35292,176
225,2860,770,467,35468,176
226,2887,782,296,35632,164
227,2866,776,354,35800,168
228,2852,780,373,35972,172
229,2798,782,374,36148,176
230,2816,784,301,36316,168
231,2803,798,327,36472,156
232,2890,786,262,36632,160
233,2874,804,348,36792,160
234,2937,806,277,36944,152
235,2952,818,331,37108,164
236,3039,812,253,37268,160
237,3110,812,260,37432,164
238,3192,810,281,37608,176
239,3053,822,466,37796,188
240,3137,818,269,37972,176
241,2999,812,459,38156,184
242,2955,788,358,38332,176
243,3014,772,267,38512,180
244,2872,744,436,38696,184
245,2805,744,369,38872,176
246,2822,742,305,39044,172
247,2871,758,247,39216,172
248,2694,754,476,39384,168
249,2792,752,240,39548,164
250,2744,758,360,39716,168
251,2770,770,279,39888,172
252,2686,780,405,40064,176
253,2706,766,273,40224,160
254,2742,756,259,40388,164
255,2786,756,265,40556,168
256,2736,768,366,40724,168
257,2886,770,199,40884,160
258,2934,778,294,41064,180
259,3006,776,251,41240,176
260,3022,794,328,41428,188
261,2932,792,415,41612,184
262,3005,778,258,41796,184
263,3076,818,311,41984,188
264,3113,806,297,42172,188
265,3189,806,302,42356,184
266,3227,806,280,42552,196
267,3181,826,381,42748,196
268,3135,792,374,42940,192
269,3164,776,291,43128,188
270,2987,794,506,43316,188
271,2984,806,339,43500,184
272,3092,812,242,43676,176
273,3006,820,442,43860,184
274,3005,806,341,44036,176
275,3014,810,327,44208,172
276,2922,794,403,44380,172
277,2913,764,303,44544,164
278,2948,774,288,44708,164
279,2795,756,440,44876,168
280,2836,754,277,45048,172
281,2732,746,418,45224,176
282,2759,752,274,45380,156
283,2826,756,252,45540,160
284,2809,740,320,45712,172
285,2797,752,334,45880,168
286,2742,738,366,46056,176
287,2793,724,241,46224,168
288,2806,746,267,46392,168
289,2821,754,301,46572,180
290,2822,766,313,46752,180
291,2795,764,342,46940,188
292,2785,780,305,47124,184
293,2708,750,387,47300,176
294,2768,740,249,47476,176
295,2755,738,302,47656,180
296,2800,756,291,47836,180
297,2810,752,306,48020,184
298,2815,726,302,48200,180
299,2686,734,428,48376,176
300,2709,742,261,48544,168
301,2592,730,386,48712,168
302,2581,736,297,48872,160
303,2501,744,387,49036,164
304,2567,762,265,49192,156
305,2585,774,276,49344,152
306,2627,780,280,49488,144
307,2601,760,346,49640,152
308,2638,752,310,49784,144
309,2654,762,320,49936,152
310,2820,768,177,50080,144
311,2895,766,244,50240,160
312,3022,784,204,50404,164
313,2884,778,437,50584,180
314,2804,772,405,50756,172
315,2700,786,426,50920,164
316,2781,794,222,51068,148
317,2770,796,329,51232,164
318,2753,784,341,51400,168
319,2814,768,244,51568,168
320,2827,758,290,51740,172
321,2879,758,273,51908,168
322,2873,758,310,52072,164
323,2899,750,280,52244,172
324,2797,734,373,52424,180
325,2826,746,275,52612,188
326,2858,760,289,52800,188
327,2718,786,459,52992,192
328,2746,776,276,53168,176
329,2727,752,328,53340,172
330,2724,770,306,53516,176
331,2601,766,418,53688,172
332,2647,764,260,53852,164
333,2626,756,332,54016,164
334,2706,756,195,54180,164
335,2732,768,282,54344,164
336,2641,786,393,54504,160
337,2670,776,279,54668,164
338,2564,778,391,54836,168
339,2644,786,247,54988,152
340,2697,778,259,55140,152
341,2679,820,359,55308,168
342,2744,826,250,55468,160
343,2779,814,287,55636,168
344,2831,812,284,55796,160
345,2882,828,294,55960,164
346,2821,832,393,56132,172
347,2936,830,205,56292,160
348,2932,808,338,56472,180
349,3016,818,264,56648,176
350,2947,808,390,56824,176
351,2954,844,348,57000,176
352,2993,860,305,57172,172
353,2961,884,374,57340,168
354,3102,880,232,57500,160
355,3083,922,399,57668,168
356,3165,948,322,57836,168
357,3263,958,298,57996,160
358,3373,952,291,58156,160
359,3462,972,291,58312,156
360,3596,964,206,58468,156
361,3633,950,298,58628,160
362,3686,952,216,58772,144
363,3770,952,179,58912,140
364,3760,1034,250,59040,128
365,3649,966,341,59180,140
366,3689,966,195,59324,144
367,3745,964,172,59464,140
368,3675,962,302,59604,140
369,3546,952,377,59748,144
370,3447,916,309,59876,128
371,3306,906,371,60008,132
372,3286,894,267,60128,120
373,3303,880,213,60244,116
374,3298,868,241,60372,128
375,3317,826,241,60504,132
376,3200,828,383,60628,124
377,3213,794,262,60756,128
378,3179,788,275,60896,140
379,3153,788,282,61048,152
380,3070,772,357,61208,160
381,3110,762,270,61380,172
382,3084,752,314,61564,184
383,3068,750,338,61748,184
384,3083,760,304,61932,184
385,3059,758,331,62120,188
386,2982,746,380,62312,192
387,2890,754,402,62500,188
388,2865,766,355,62692,192
389,2775,750,419,62884,192
390,2821,754,272,63072,188
391,2902,744,243,63256,184
392,2765,730,414,63444,188
393,2654,740,395,63624,180
394,2718,730,220,63792,168
395,2826,730,209,63960,168
396,2824,752,298,64140,180
397,2787,754,318,64320,180
398,2665,738,420,64500,180
399,2649,740,311,64676,176
400,2667,738,300,64852,176
401,2644,746,340,65020,168
402,2658,738,284,65192,172
403,2700,746,269,65368,176
404,2662,734,322,65536,168
405,2627,738,345,65700,164
406,2640,740,262,65860,160
407,2668,758,292,66024,164
408,2572,738,381,66200,176
409,2603,740,265,66360,160
410,2510,750,379,66524,164
411,2506,736,312,66684,160
412,2530,746,251,66840,156
413,2621,746,227,66992,152
414,2665,752,268,67148,156
415,2667,756,301,67308,160
416,2696,746,274,67464,156
417,2762,740,224,67620,156
418,2659,744,392,67788,168
419,2782,738,203,67948,160
420,2648,736,441,68128,180
421,2653,750,293,68296,168
422,2776,740,216,68468,172
423,2767,730,313,68640,172
424,2787,732,289,68808,168
425,2686,762,427,68980,172
426,2795,752,226,69140,160
427,2800,778,321,69300,160
428,2793,806,335,69460,160
429,2872,786,261,69612,152
430,2946,790,239,69776,164
431,3013,802,273,69944,168
432,3099,796,250,70116,172
433,3053,800,396,70296,180
434,3048,790,343,70468,172
435,3069,788,317,70652,184
436,3029,778,365,70832,180
437,2999,782,370,71016,184
438,3008,786,308,71200,184
439,3015,780,327,71384,184
440,3023,784,330,71564,180
441,3037,778,317,71740,176
442,3059,774,327,71912,172
443,2924,812,479,72092,180
444,2994,812,284,72264,172
445,3012,822,321,72436,172
446,2976,826,380,72608,172
447,3047,846,272,72780,172
448,3101,840,276,72952,172
449,3062,810,356,73132,180
450,3099,824,279,73304,172
451,3165,822,260,73476,172
452,3153,830,342,73656,180
453,3077,820,380,73844,188
454,3053,792,339,74028,184
455,2977,782,383,74216,188
456,2868,780,415,74404,188
457,2847,780,360,74584,180
458,2802,772,357,74760,176
459,2698,772,411,74936,176
460,2669,782,350,75104,168
461,2742,792,263,75256,152
462,2735,796,329,75416,160
463,2736,800,341,75576,160
464,2772,792,287,75724,148
465,2882,788,208,75876,152
466,2876,806,345,76040,164
467,2943,824,276,76200,160
468,2957,840,312,76368,168
469,3035,824,281,76540,172
470,3099,814,269,76724,184
471,3086,790,354,76908,184
472,3106,786,303,77092,184
473,3093,788,340,77288,196
474,3051,794,370,77480,192
475,3075,750,295,77664,184
476,2981,742,393,77856,192
477,2997,730,279,78048,192
478,3062,724,264,78244,196
479,2978,728,378,78440,196
480,2913,754,371,78632,192
481,2883,762,349,78820,188
482,2786,780,438,79008,188
483,2848,808,282,79188,180
484,2855,818,330,79368,180
485,2789,802,415,79544,176
486,2826,800,319,79712,168
487,2821,780,329,79868,156
488,2885,762,291,80016,148
489,2933,754,280,80164,148
490,2937,754,316,80324,160
491,3034,760,244,80472,148
492,3072,748,307,80628,156
493,2993,744,392,80788,160
494,2845,730,442,80948,160
495,2794,732,330,81104,156
496,2818,732,287,81256,152
497,2774,732,348,81420,164
498,2657,744,448,81584,164
499,2745,748,250,81736,152
500,2775,742,272,81892,156
501,2717,742,377,82052,160
502,2792,738,227,82204,152
503,2778,750,300,82368,164
504,2849,754,236,82540,172
505,2938,764,264,82716,176
506,2868,762,364,82892,176
507,2912,774,305,83064,172
508,2842,760,387,83248,184
509,2869,780,327,83428,180
510,2820,760,377,83604,176
511,2887,780,281,83776,172
512,2910,766,309,83948,172
513,2995,790,239,84120,172
514,3141,794,220,84288,168
515,3131,804,358,84464,176
516,3057,798,405,84644,180
517,3151,798,261,84820,176
518,3126,802,359,85004,184
519,3168,792,300,85184,180
520,3176,774,327,85376,192
521,2982,772,531,85564,188
522,3029,786,315,85740,176
523,3094,750,254,85920,180
524,3094,758,323,86096,176
525,3067,756,352,86276,180
526,2935,772,438,86460,184
527,2898,752,343,86632,172
528,2953,752,254,86804,172
529,2809,742,460,86980,176
530,2855,744,273,87144,164
531,2868,728,291,87324,180
532,2746,738,426,87504,180
533,2691,776,395,87672,168
534,2698,768,311,87824,152
535,2726,776,283,87972,148
536,2773,802,266,88124,152
537,2736,814,325,88288,164
538,2715,814,334,88448,160
539,2751,798,303,88612,164
540,2871,812,229,88772,160
541,2982,820,228,88928,156
542,2975,826,336,89096,168
543,2952,826,361,89272,176
544,3028,838,282,89444,172
545,3088,846,285,89624,180
546,3101,870,349,89804,180
547,3175,864,288,89976,172
548,3193,892,344,90160,184
549,3309,870,278,90340,180
550,3318,878,381,90520,180
551,3180,830,442,90700,180
552,3107,792,390,90872,172
553,3063,784,360,91048,176
554,2954,804,410,91216,168
555,2742,768,511,91380,164
556,2787,758,278,91532,152
557,2856,756,248,91684,152
558,2856,758,341,91848,164
559,2755,782,447,92008,160
560,2815,784,291,92152,144
561,2799,772,310,92304,152
562,2792,778,342,92456,152
563,2744,788,376,92604,148
564,2883,814,212,92752,148
565,2937,840,294,92912,160
566,3071,844,233,93068,156
567,3190,834,234,93228,160
568,3202,828,334,93396,168
569,3142,812,405,93580,184
570,3134,792,354,93760,180
571,3062,766,399,93940,180
572,2996,786,403,94120,180
573,2972,794,362,94296,176
574,2903,792,403,94472,176
575,2950,814,294,94636,164
576,2998,796,300,94804,168
577,2922,802,419,94972,168
578,2979,806,259,95128,156
579,2881,784,424,95292,164
580,2903,776,300,95448,156
581,3000,780,239,95608,160
582,2977,782,369,95784,176
583,3065,782,242,95952,168
584,2913,772,460,96132,180
585,2917,770,327,96304,172
586,2935,764,288,96472,168
587,2921,772,351,96652,180
588,2961,772,279,96828,176
589,3014,778,294,97012,184
590,3084,768,258,97200,188
591,3131,758,262,97384,184
592,3040,740,410,97584,200
593,2866,718,472,97772,188
594,2857,720,307,97960,188
595,2781,726,390,98148,188
596,2730,712,338,98328,180
597,2684,730,363,98512,184
598,2762,744,268,98684,172
599,2649,762,424,98856,172
600,2667,776,325,99012,156
601,2749,790,273,99152,140
602,2892,790,213,99296,144
603,2806,778,414,99456,160
604,2877,782,254,99604,148
605,2942,760,271,99752,148
606,3047,778,256,99904,152
607,3052,788,327,100064,160
608,3031,814,341,100224,160
609,3012,796,353,100392,168
610,3138,788,259,100556,164
611,3116,780,352,100732,176
612,3199,780,256,100900,168
613,3043,768,485,101088,188
614,3014,766,372,101268,180
615,3063,770,292,101440,172
616,3043,764,341,101616,176
617,2962,764,405,101796,180
618,3004,760,285,101972,176
619,2952,772,374,102152,180
620,2943,790,358,102320,168
621,3063,788,237,102480,160
622,3121,778,291,102644,164
623,3143,774,318,102820,176
624,3215,778,284,103004,184
625,3176,798,399,103192,188
626,3095,790,407,103372,180
627,3056,792,390,103552,180
628,3066,778,308,103728,176
629,3067,788,342,103912,184
630,3027,778,377,104100,188
631,2994,776,383,104280,180
632,2942,762,382,104452,172
633,2892,782,399,104620,168
634,2943,816,329,104776,156
635,3020,842,317,104928,152
636,3094,834,306,105084,156
637,3233,832,233,105236,152
638,3297,850,308,105400,164
639,3325,828,343,105564,164
640,3346,826,353,105724,160
641,3427,814,251,105876,152
642,3426,814,301,106032,156
643,3475,822,255,106180,148
644,3524,840,247,106332,152
645,3489,858,341,106484,152
646,3574,862,204,106632,148
647,3630,854,236,106772,140
648,3562,818,321,106904,132
649,3533,804,261,107040,136
650,3507,816,279,107184,144
651,3483,828,268,107328,144
652,3395,818,312,107468,140
653,3409,796,235,107596,128
654,3293,796,383,107732,136
655,3300,784,237,107876,144
656,3229,762,338,108024,148
657,3148,752,381,108172,148
658,2955,750,511,108336,164
659,2982,732,283,108484,148
660,2972,738,314,108640,156
661,2919,744,375,108804,164
662,2987,758,270,108976,172
663,2803,760,486,109148,172
664,2831,782,332,109312,164
665,2871,770,285,109472,160
666,2755,786,461,109636,164
667,2896,770,216,109788,152
668,2962,762,306,109956,168
669,2974,774,318,110124,168
670,2919,796,373,110292,168
671,3065,780,223,110448,156
672,3202,790,224,110608,160
673,3182,798,362,110788,180
674,3072,764,440,110964,176
675,3181,738,249,111124,160
676,3124,734,355,111300,176
677,3160,744,288,111472,172
678,3092,768,395,111640,168
679,3105,776,300,111808,168
680,3061,758,355,111988,180
681,3080,802,303,112152,164
682,2988,780,399,112304,152
683,3001,748,295,112460,156
684,2927,750,367,112628,168
685,2838,748,368,112788,160
686,2882,734,284,112944,156
687,2929,736,271,113104,160
688,2763,708,444,113264,160
689,2713,692,347,113420,156
690,2659,698,348,113576,156
691,2746,702,223,113724,148
692,2805,696,254,113884,160
693,2818,696,289,114048,164
694,2853,702,288,114220,172
695,2792,734,368,114400,180
696,2800,728,327,114572,172
697,2852,736,260,114736,164
698,2897,726,275,114912,176
699,2828,734,400,115096,184
700,2669,748,471,115276,180
701,2768,752,255,115436,160
702,2846,766,265,115596,160
703,2782,782,402,115756,160
704,2961,786,219,115904,148
705,2966,822,361,116072,168
706,3012,794,318,116232,160
707,3058,798,305,116388,156
708,2907,772,448,116548,160
709,3037,770,215,116696,148
710,3171,756,249,116868,172
711,3076,752,413,117044,176
712,3072,768,366,117208,164
713,3037,772,403,117376,168
714,3138,778,256,117532,156
715,3215,800,278,117700,168
716,3135,802,445,117872,172
717,3262,804,255,118036,164
718,3357,794,256,118220,184
719,3466,792,259,118400,180
720,3372,766,449,118584,184
721,3405,778,321,118768,184
722,3366,780,409,118956,188
723,3386,772,325,119148,192
724,3418,780,327,119340,192
725,3507,790,288,119532,192
726,3397,792,473,119740,208
727,3441,796,302,119928,188
728,3418,794,370,120116,188
729,3487,802,258,120288,172
730,3396,818,413,120472,184
731,3401,832,317,120644,172
732,3396,808,297,120812,168
733,3464,800,211,120964,152
734,3422,796,301,121112,148
735,3320,826,363,121252,140
736,3378,830,179,121388,136
737,3389,814,198,121520,132
738,3321,874,282,121652,132
739,3361,872,170,121748,96
740,3201,824,346,121856,108
741,3130,834,258,121960,104
742,3208,876,145,122060,100
743,3302,934,144,122152,92
744,3334,914,193,122244,92
745,3290,912,262,122344,100
746,3237,856,294,122436,92
747,3252,832,269,122532,96
748,3325,836,182,122648,116
749,3396,824,184,122756,108
750,3413,792,210,122880,124
751,3501,786,163,123024,144
752,3484,782,279,123176,152
753,3433,790,324,123348,172
754,3516,784,232,123516,168
755,3448,798,381,123704,188
756,3501,794,301,123896,192
757,3430,768,404,124092,196
758,3314,756,433,124288,196
759,3335,758,294,124476,188
760,3299,760,355,124672,196
761,3262,736,345,124856,184
762,3256,764,327,125040,184
763,3259,768,336,125224,184
764,3212,824,374,125400,176
765,3187,794,376,125572,172
766,3204,812,337,125736,164
767,3082,774,429,125892,156
768,3054,800,349,126048,156
769,3116,786,274,126192,144
770,3068,758,374,126344,152
771,3182,740,250,126492,148
772,3189,738,320,126648,156
773,3232,750,292,126804,156
774,3030,730,497,126972,168
775,2985,718,385,127136,164
776,3008,726,313,127296,160
777,2935,712,393,127468,172
778,2997,696,247,127644,176
779,2887,694,419,127824,180
780,2932,692,250,127996,172
781,2893,680,336,128176,180
782,2752,676,409,128352,176
783,2725,670,318,128524,172
784,2760,668,248,128700,176
785,2649,686,397,128884,184
786,2678,704,278,129056,172
787,2696,700,300,129232,176
788,2724,736,322,129404,172
789,2694,736,353,129584,180
790,2830,744,207,129748,164
791,2802,740,348,129924,176
792,2876,744,261,130100,176
793,2823,722,365,130280,180
794,2958,724,205,130444,164
795,2981,726,272,130620,176
796,3047,722,270,130796,176
797,3078,714,296,130968,172
798,3020,726,350,131148,180
799,2869,760,477,131336,188
800,2951,766,247,131508,172
801,2853,752,414,131680,172
802,2724,760,435,131856,176
803,2753,744,290,132028,172
804,2745,770,341,132200,172
805,2831,774,274,132368,168
806,2914,780,275,132532,164
807,2936,760,281,132696,164
808,2993,806,284,132864,168
809,3002,782,326,133040,176
810,2963,740,330,133208,168
811,3068,740,223,133376,168
812,3044,734,305,133552,176
813,3053,752,275,133728,176
814,2929,714,400,133904,176
815,2807,686,385,134084,180
816,2867,684,250,134260,176
817,2898,692,266,134440,180
818,2881,678,327,134620,180
819,2719,698,480,134800,180
820,2607,694,412,134972,172
821,2697,700,226,135128,156
822,2697,708,331,135292,164
823,2746,708,295,135456,164
824,2746,726,328,135624,168
825,2898,768,212,135788,164
826,2857,768,387,135952,164
827,2962,748,243,136104,152
828,3060,724,252,136260,156
829,3129,724,279,136428,168
830,3207,718,261,136612,184
831,3289,734,283,136796,184
832,3300,732,343,136984,188
833,3309,758,352,137176,192
834,3229,764,423,137372,196
835,3257,770,340,137556,184
836,3188,766,398,137756,200
837,3120,746,406,137948,192
838,2998,768,464,138136,188
839,2986,748,366,138308,172
840,3034,768,330,138472,164
841,2997,760,383,138632,160
842,3103,756,231,138784,152
843,3125,760,280,138940,156
844,3167,752,281,139104,164
845,3171,766,335,139264,160
846,3258,756,256,139424,160
847,3330,744,258,139588,164
848,3291,732,336,139772,184
849,3253,728,352,139956,184
850,3168,772,391,140136,180
851,3155,808,352,140320,184
852,3182,836,307,140496,176
853,3139,868,374,140648,152
854,3289,870,157,140772,124
855,3342,908,200,140888,116
856,3447,952,151,140992,104
857,3593,950,105,141088,96
858,3586,968,235,141196,108
859,3496,962,276,141296,100
860,3485,940,222,141392,96
861,3480,956,192,141484,92
862,3492,926,173,141572,88
863,3473,958,197,141664,92
864,3510,974,165,141736,72
865,3536,932,147,141804,68
866,3558,906,156,141876,72
867,3540,890,186,141948,72
868,3646,896,75,142024,76
869,3604,910,206,142116,92
870,3645,928,147,142204,88
871,3673,966,171,142300,96
872,3699,960,149,142392,92
873,3764,956,110,142492,100
874,3730,922,196,142600,108
875,3671,880,233,142712,112
876,3727,872,124,142820,108
877,3623,854,244,142936,116
878,3571,822,219,143052,116
879,3491,794,218,143176,124
880,3398,766,265,143304,128
881,3443,756,135,143428,124
882,3309,742,296,143564,136
883,3236,738,257,143688,124
884,3194,740,256,143812,124
885,3095,726,290,143944,132
886,3154,728,175,144080,136
887,3091,720,281,144232,152
888,2954,722,395,144392,160
889,2855,734,366,144536,144
890,2919,748,220,144692,156
891,2901,736,326,144844,152
892,2915,722,290,145008,164
893,2904,724,329,145176,168
894,2865,702,362,145344,168
895,2899,706,278,145508,164
896,2674,716,508,145676,168
897,2807,728,210,145820,144
898,2684,760,452,145988,168
899,2735,748,287,146148,160
900,2734,768,333,146308,160
901,2832,774,270,146460,152
902,2916,822,268,146612,152
903,2942,798,339,146768,156
904,3033,798,295,146920,152
905,3216,804,193,147064,144
906,3344,794,209,147232,168
907,3484,806,230,147400,168
908,3504,802,318,147584,184
909,3531,822,321,147764,180
910,3602,832,267,147944,180
911,3587,810,337,148128,184
912,3489,780,406,148312,184
913,3437,784,369,148508,196
914,3392,784,349,148704,196
915,3309,812,429,148896,192
916,3329,776,300,149080,184
917,3296,778,342,149260,180
918,3290,784,337,149440,180
919,3253,768,362,149624,184
920,3168,764,411,149800,176
921,3137,748,369,149976,176
922,3033,746,444,150152,176
923,2882,746,475,150324,172
924,2839,748,400,150480,156
925,2876,770,315,150636,156
926,2902,732,330,150788,152
927,3040,744,221,150932,144
928,2988,738,387,151080,148
929,2961,748,385,151220,140
930,3062,746,242,151360,140
931,3118,748,298,151500,140
932,3229,748,231,151644,144
933,3163,768,417,151812,168
934,3268,772,263,151976,164
935,3208,802,405,152152,176
936,3161,784,396,152328,176
937,3209,788,337,152496,168
938,3270,794,319,152660,164
939,3266,776,345,152836,176
940,3170,788,452,153020,184
941,3185,776,334,153188,168
942,3229,770,302,153356,168
943,3072,770,502,153532,176
944,3095,760,302,153692,160
945,3182,758,266,153860,168
946,2939,756,533,154036,176
947,2995,766,307,154200,164
948,3065,756,300,154364,164
949,2985,736,406,154528,164
950,3011,726,303,154692,164
951,3022,738,326,154856,164
952,2932,724,401,155024,168
953,3002,724,261,155192,168
954,3003,736,324,155360,168
955,3012,772,348,155520,160
956,3022,786,354,155688,168
957,3127,790,281,155848,160
958,3059,784,436,156008,160
959,3056,770,320,156168,160
960,3179,764,227,156328,160
961,3204,760,312,156492,164
962,3301,754,233,156664,172
963,3200,762,407,156840,176
964,3196,776,301,157004,164
965,3098,750,415,157172,168
966,3014,792,411,157340,168
967,3073,824,319,157500,160
968,3092,812,344,157668,168
969,3113,788,321,157836,168
970,3147,776,312,158000,164
971,3241,784,262,158172,172
972,3225,776,367,158332,160
973,3250,788,323,158500,168
974,3293,784,289,158672,172
975,3333,766,310,158852,180
976,3368,778,321,159044,192
977,3370,766,352,159240,196
978,3371,784,350,159436,196
979,3407,792,324,159632,196
980,3304,782,448,159828,196
981,3376,790,323,160016,188
982,3367,788,370,160204,188
983,3351,776,367,160396,192
984,3412,790,302,160588,192
985,3460,828,313,160768,180
986,3507,864,336,160952,184
987,3543,838,333,161128,176
988,3623,822,268,161304,176
989,3628,836,323,161476,172
990,3542,868,403,161644,168
991,3564,902,321,161784,140
992,3635,906,225,161920,136
993,3606,896,322,162060,140
994,3674,882,208,162172,112
995,3517,856,395,162296,124
