method,method_label,zone,replicate,valid_tail_evaluations,excluded_tail_steps,greedy_total,greedy_feasible_rmse,greedy_infeasible_rmse,communication_mb_per_s,run_directory
every80,Every 80,factor_b3_v2,1,10,,24.512123888919138,36.08248719979274,1.9686189154595233,0.060070672,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v2_300m/cell_grid_intensity_top1_global_every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v2,2,10,,23.486911246851456,34.57144258199982,1.8493114507382646,0.040788095999999996,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep2/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v2,3,10,,24.089517290156586,35.49072750820915,1.5443545206747495,0.047815776,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep3/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v2,4,10,,22.850352183344928,33.36053280008885,4.135646095458993,0.12700448,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep4/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v2,5,10,,24.930277957856582,36.67852220067696,2.2222545312163255,0.061397088,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep5/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v3,1,10,,23.513960575046795,31.542110804933476,4.217942670709935,0.17416990400000001,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v3_300m/cell_grid_intensity_top1_global_every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v3,2,10,,22.65279906455813,30.081483726914342,5.789128665382649,0.171750576,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep2/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v3,3,10,,22.316563070908753,29.53992924187841,6.13457743858512,0.221768928,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep3/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v3,4,10,,20.40307401234947,26.874462220341606,6.520527178482122,0.244761664,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every80_paper_final_full1800_eval50_tail10x25
every80,Every 80,factor_b3_v3,5,10,,25.35893630247416,34.20326642262733,2.685651319561546,0.060142384,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every80_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v1,1,10,,19.467770144395544,7.978837889490743,35.10138018749057,8.74836144,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep1/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v1,2,10,,19.698003897090235,8.748033204591382,35.02682248964141,4.66091568,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep2/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v1,3,10,,23.277420346415266,11.734484952372465,40.312248723450686,2.33562096,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep3/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v1,4,10,,22.194628051677093,11.215740116124135,38.39395481622662,4.6251374400000005,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep4/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v1,5,9,1724,27.33214816549777,15.370023210918658,45.68518127309288,1.56406176,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep5/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v2,1,10,,21.237016138264934,6.827265131574397,36.55139666397992,25.21071504,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep1/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v2,2,10,,21.20005913023967,6.571694807970789,36.66457067914778,16.44111936,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep2/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v2,3,10,,21.60199795780012,6.361232079752321,37.41889396101974,18.65180736,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep3/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v2,4,10,,20.428995384415675,5.4056645606853495,35.66724239067368,51.61971024,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep4/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v2,5,10,,21.759021216290666,6.611613573421964,37.641889482018186,16.189217279999998,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep5/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v3,1,10,,7.161736122859216,4.080897525012582,41.89157823659104,58.63733568,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep1/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v3,2,10,,6.931591366381649,3.7116972460887574,41.651063044073695,63.35788176,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v3,3,10,,7.00246615060505,3.8493539147007425,41.62171355671575,53.0325144,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v3,4,10,,6.957674078795028,3.8354675224437544,41.321807891473284,60.294624479999996,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b1_v3,5,10,,7.040746541489146,4.018909189148422,41.16733827181921,49.995,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v1,1,10,,28.694892187573014,11.997119175156955,38.20963233535392,12.74476176,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep1/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v1,2,10,,31.713051458419166,14.45501567080097,41.84565024714956,4.89216528,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v1,3,10,,32.8772952663979,15.745315041876614,43.12963740758376,5.91460848,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v1,4,10,,29.119273646291486,12.972153239184895,38.52978290863322,7.601421599999999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v1,5,10,,42.138889798280594,21.07912780301563,54.94613318646468,1.7954568,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v2,1,10,,22.80215357466816,10.074782259588341,30.426057540066388,27.70748352,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep1/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v2,2,10,,22.95676001991166,10.364979788193228,30.537129823184095,21.10465296,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v2,3,10,,25.100124020715572,10.436355942348456,33.702468967103044,14.95079568,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v2,4,10,,22.905992718422276,9.609893961721884,30.724520460371508,19.184117760000003,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v2,5,10,,25.199463164168105,11.614639288935818,33.46119048424995,12.245902560000001,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v3,1,10,,14.137365869421297,8.837049670073137,21.379551925611402,86.98271904,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep1/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v3,2,10,,16.427813048284655,9.900935341787433,25.15759023174555,45.20842416,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v3,3,10,,16.342479988235315,10.541042807658254,24.421285334674582,94.54734432,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v3,4,10,,15.1771204570019,9.731509879900482,22.73534819968348,132.88620096,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b2_v3,5,10,,18.17136619777525,10.586398705956077,28.124387310032432,25.34975568,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v1,1,10,,43.710349138558946,23.517916664801046,55.22704542576575,3.7472616000000003,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep1/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v1,2,10,,38.295844470404894,17.700911449105696,49.51186909821067,3.54175488,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v1,3,10,,34.415604758249266,13.532888095656606,45.18849891112397,10.4084136,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v1,4,10,,34.47630761747949,14.015006441894807,45.15169402178656,8.421557759999999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep4/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v1,5,9,1724,36.64394765280765,16.39658406740946,47.454375495036544,4.56841584,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep5/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v2,1,10,,30.268276061112317,15.630151289960358,38.546181731169455,17.30357856,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep1/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v2,2,10,,29.277151247254857,16.683391890299973,36.718445156002296,16.031124,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep2/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v2,3,10,,27.442482877621114,14.4922446605981,34.8330057864032,12.70520208,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep3/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v2,4,10,,23.781591172457016,13.572466161176553,29.804145739973386,29.86799472,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep4/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v2,5,10,,29.12083248992758,14.507137023386534,37.24103579284661,8.57616048,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep5/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v3,1,10,,18.695669909285915,10.230859813839356,25.37833973733811,41.34437424,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep1/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v3,2,10,,19.97984605221648,10.39566418206602,27.376125163908995,44.90212752,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep2/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v3,3,10,,20.008526839593742,10.277739428894208,27.453842931854144,78.9135624,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep3/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v3,4,10,,17.230310079375563,9.968496897036928,23.12828173603163,63.603966240000005,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
ungated,Ungated Greedy,factor_b3_v3,5,10,,23.768458829719673,10.594911560501206,33.324797525930826,26.81564544,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/ungated_equal_greedy_paper_final_full1800_eval50_tail10x25
