method,method_label,zone,replicate,valid_tail_evaluations,excluded_tail_steps,greedy_total,greedy_feasible_rmse,greedy_infeasible_rmse,communication_mb_per_s,run_directory
every1,Top 1,factor_b3_v3,2,10,,9.950440818932103,9.553758168556573,10.404423819568102,21.651325311999997,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep2/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v3,3,10,,11.114858991239394,11.030914696626414,11.206894654194558,25.397239136,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep3/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v3,4,10,,11.301105236885958,10.670330293706513,12.01485963471731,24.727713568,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every1_paper_final_full1800_eval50_tail10x25
every1,Top 1,factor_b3_v3,5,10,,10.887781687860048,11.45089137948366,10.159223033497097,14.433235792,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every1_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v1,1,10,,18.758024942233025,12.95347282905114,28.71838507137927,1.82021792,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v1_300m/cell_grid_intensity_top1_global_every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v1,2,10,,19.18457330200654,14.437743646670887,27.773871488805902,1.317920608,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep2/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v1,3,10,,19.608608921107503,15.026456873746806,28.01265162614582,0.901727648,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep3/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v1,4,10,,18.983391323531386,14.346845110534517,27.47353058487052,1.283190416,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep4/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v1,5,9,1724,23.636009145343955,22.279473372128464,20.987432240657615,0.605801424,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep5/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v2,1,10,,16.16471506023777,14.207917033075706,19.55499277747264,1.9967734240000001,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v2_300m/cell_grid_intensity_top1_global_every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v2,2,10,,17.143605188587458,15.50776988937468,19.993903735794245,1.58979616,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep2/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v2,3,10,,18.02652329436869,17.35082612752414,19.03274949369892,1.606254816,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep3/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v2,4,10,,17.33453839985512,16.203200760185204,19.534151145695013,2.720077984,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep4/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v2,5,10,,18.417427793016053,17.993999119022824,18.78926542003299,1.492467648,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep5/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v3,1,10,,16.375291968521864,16.25454227241087,21.355966437053716,2.46344104,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v3_300m/cell_grid_intensity_top1_global_every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v3,2,10,,14.718041370082375,14.521733146119024,21.95698562829273,2.5142539040000003,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v3,3,10,,15.303321632689242,15.190491702075525,19.803569140191115,2.30042784,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v3,4,10,,14.883078147556503,14.75647834308649,19.990235811861332,2.48442784,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b1_v3,5,10,,14.000283678813824,13.755971843163774,22.614796254502114,2.231879504,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v1,1,10,,16.625104319245242,18.915206697846173,14.01712285303032,2.094614512,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v1_300m/cell_grid_intensity_top1_global_every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v1,2,10,,17.093878507011404,19.99017900110228,13.604884019552827,1.475260848,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v1,3,10,,17.68033060038132,19.6478510541373,15.39121526804021,1.54307408,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v1,4,10,,16.34344573992591,17.962857639505767,14.475897921215765,1.7577236,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v1,5,10,,17.962530904542568,21.051254221566722,13.987369696618648,0.86452952,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v2,1,10,,17.17162190180397,15.032292808547961,18.80489968299326,3.344472848,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v2_300m/cell_grid_intensity_top1_global_every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v2,2,10,,17.28969575449399,14.432381664673121,19.438181754110047,2.959013504,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v2,3,10,,16.583066463771978,14.514564756263425,17.840546355818926,2.400062736,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v2,4,10,,17.152061989152614,15.445271052191467,18.316456760065527,2.539433408,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v2,5,10,,16.785250665397506,15.163346543652764,17.87347490882273,2.1896358240000002,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v3,1,10,,16.6139457002135,14.14620148776702,20.794846993660233,5.781030464,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v3_300m/cell_grid_intensity_top1_global_every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v3,2,10,,15.31557529815998,14.058027412034026,17.57698486703567,4.216508848,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v3,3,10,,15.532170978031065,13.974904681384057,18.308744773030234,5.91445136,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v3,4,10,,15.389126592693078,13.436227696724924,18.816304126732234,7.011355552,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b2_v3,5,10,,15.361259717292247,14.381936654115432,17.156304145991424,3.124928272,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v1,1,10,,19.48570248565624,26.979117203517784,7.532927799168656,0.423590192,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v1_300m/cell_grid_intensity_top1_global_every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v1,2,10,,22.91159197391781,32.74643742996223,5.707739007077203,0.318963328,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v1,3,10,,18.592575605622585,25.18262678925147,8.991517279812575,0.79327112,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v1,4,10,,19.730933506377635,27.54961050841814,7.701039061058358,0.5953923680000001,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep4/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v1,5,9,1724,19.125149952119997,26.057364498357778,7.653658367837096,0.571432496,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep5/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v2,1,10,,14.92011545495616,16.2511128043012,13.414586978475658,2.7316820159999997,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v2_300m/cell_grid_intensity_top1_global_every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v2,2,10,,15.371914143562865,16.153074108126276,14.506019386865768,2.544609616,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep2/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v2,3,10,,13.823830431439992,13.83507430137016,13.595961217427984,2.443249232,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep3/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v2,4,10,,13.912599312736182,14.336652577506772,13.428188241624984,3.7485671039999997,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep4/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v2,5,10,,14.836814731660931,15.49760155936261,13.994782493482328,2.140911024,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep5/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v3,1,10,,13.601068270360239,15.67293917017571,10.506777261919154,4.2246633760000005,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v3_300m/cell_grid_intensity_top1_global_every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v3,2,10,,13.584053642756658,15.785327381621482,10.206481066746607,4.259342911999999,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep2/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v3,3,10,,13.517199164704238,15.23267468907498,11.001043447573,4.9777903839999995,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep3/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v3,4,10,,13.152251829248879,14.84889390385707,10.700399530149529,4.866980752,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every5_paper_final_full1800_eval50_tail10x25
every5,Every 5,factor_b3_v3,5,10,,12.97298421450931,15.386405020291388,9.151277152543212,2.845305264,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every5_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v1,1,10,,19.961501580211813,16.07539326149541,27.046683965437552,0.9063264,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v1_300m/cell_grid_intensity_top1_global_every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v1,2,10,,20.698801150117667,18.378274085848446,25.18249313377334,0.665714544,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep2/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v1,3,10,,23.174229885700452,21.53291470518666,23.863199564442112,0.449999616,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep3/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v1,4,10,,20.725157754018433,17.69419367493905,25.785248874751847,0.6314074080000001,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep4/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v1,5,9,1724,24.903829721398438,24.75312713206754,19.576506946313046,0.28109497600000005,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep5/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v2,1,10,,17.462255626981666,16.18486199067292,19.567499389114378,0.978016336,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v2_300m/cell_grid_intensity_top1_global_every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v2,2,10,,18.152004294629997,17.719170579904798,18.58374606426932,0.772131488,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep2/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v2,3,10,,19.23356776165133,19.446800911772375,17.9688322253879,0.784853424,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep3/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v2,4,10,,18.48171954567504,18.218597060498354,18.905440529010157,1.33180864,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep4/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v2,5,10,,20.017778024728834,20.303526448959065,18.39937360940726,0.720235344,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep5/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v3,1,10,,18.913862001451143,18.94044202550858,16.954757456998227,1.196458656,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v3_300m/cell_grid_intensity_top1_global_every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v3,2,10,,17.516742584845403,17.53801261252733,15.8147653154037,1.205934848,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v3,3,10,,17.940351127541344,17.96619973908886,16.362955632891,1.108135744,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v3,4,10,,17.66191514436454,17.646493939386875,18.031334189253727,1.197103328,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b1_v3,5,10,,16.545003529447076,16.533795385231436,16.311293516433086,1.08482104,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v1,1,10,,17.43223699283249,20.726353388440167,13.482274399002417,1.0399463199999999,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v1_300m/cell_grid_intensity_top1_global_every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v1,2,10,,18.55022385434747,24.463820549151215,10.029197576471832,0.571555456,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v1,3,10,,18.233115901206133,21.872010849049666,13.875148883921659,0.770948848,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v1,4,10,,17.145075976644346,20.13710796920074,13.617774538106312,0.874502064,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v1,5,10,,19.396155048290076,24.49430735971085,11.945876137857933,0.42079582400000004,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v2,1,10,,19.656784170661105,18.271907427011904,20.538154999616637,1.664712736,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v2_300m/cell_grid_intensity_top1_global_every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v2,2,10,,17.720598063945836,16.733528883085405,18.233785754434358,1.4655585759999998,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v2,3,10,,17.50586718304708,16.05022353818866,18.18427196296266,1.205330848,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v2,4,10,,18.378437631490385,18.758750196956044,17.429772856638767,1.283606496,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v2,5,10,,17.026670497140294,17.86427958679611,15.681352363338899,1.076972912,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v3,1,10,,17.05791794735895,15.806173533100772,19.285799798126455,2.902240832,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v3_300m/cell_grid_intensity_top1_global_every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v3,2,10,,16.988362403502517,16.52728733816571,17.79234906563999,2.109772784,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v3,3,10,,16.750814486871906,15.919443471536377,18.233973221441186,2.956474016,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v3,4,10,,16.76219581161792,15.99030789432894,18.17950506470665,3.495831408,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b2_v3,5,10,,17.09436210587761,16.919760259565656,17.282849167571168,1.56170816,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v1,1,10,,23.152881997540845,33.147088269860646,4.8749415974600065,0.183159008,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v1_300m/cell_grid_intensity_top1_global_every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v1,2,10,,23.608357444830443,33.902492044586815,5.254690237203646,0.152161936,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v1,3,10,,20.314738667799865,28.487125431061664,7.467956077693363,0.370727472,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v1,4,10,,21.97337625472945,31.322538932968286,6.257047586475565,0.255255776,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep4/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v1,5,9,1724,20.47105989207732,28.844909670714987,6.100794686563819,0.243969664,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep5/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v2,1,10,,16.54572139730816,18.99891409447861,13.843873392712672,1.346102976,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v2_300m/cell_grid_intensity_top1_global_every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v2,2,10,,16.320901705244772,18.7850882098046,13.555055939911773,1.210440608,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep2/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v2,3,10,,15.25361007428439,17.426922798524892,12.83092475011828,1.21397504,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep3/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v2,4,10,,15.328545108099178,17.264824105124717,13.122501476340522,1.866240864,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep4/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v2,5,10,,16.235177290499685,18.68594298270711,13.466224996834125,1.064037744,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v2/rep5/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v3,1,10,,14.770473131922293,17.688294111622707,10.109386096548226,2.091222688,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b3_v3_300m/cell_grid_intensity_top1_global_every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v3,2,10,,14.155625671821193,17.194991630262727,9.164049275888615,2.040590016,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep2/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v3,3,10,,15.00741303912765,17.684130716182402,10.87849770081026,2.418895904,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep3/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v3,4,10,,13.868605245090729,16.18659549250358,10.243779598135944,2.43995528,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep4/every10_paper_final_full1800_eval50_tail10x25
every10,Every 10,factor_b3_v3,5,10,,15.160684299441831,18.9394474857715,8.54245765859576,1.3780579199999998,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v3/rep5/every10_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v1,1,10,,22.125979474357234,20.712024483183157,24.34801220509666,0.435635024,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v1_300m/cell_grid_intensity_top1_global_every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v1,2,10,,24.596828961851582,25.283911940995132,21.747837830766787,0.317728944,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep2/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v1,3,10,,25.294949607054065,25.985590710121443,20.078769352888266,0.21968311999999998,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep3/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v1,4,10,,23.368432297754186,22.815813347536643,23.824207225827173,0.29571185600000005,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep4/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v1,5,9,1724,27.6296443848669,29.69501491860788,15.42990967463563,0.134890736,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v1/rep5/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v2,1,10,,19.64713268733871,20.32137206431421,17.81666221910725,0.43481472,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v2_300m/cell_grid_intensity_top1_global_every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v2,2,10,,21.17412853885236,22.43505029252773,17.413171291329807,0.346334672,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep2/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v2,3,10,,21.35340663575007,22.737408834035474,16.921909729585376,0.365418256,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep3/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v2,4,10,,20.86778461631142,21.815199772809713,18.211502834960672,0.611973216,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep4/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v2,5,10,,22.830501567630034,24.954534300499404,16.093419952596985,0.323421408,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v2/rep5/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v3,1,10,,22.125618401702578,22.241594843728265,15.013598449919126,0.548907872,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b1_v3_300m/cell_grid_intensity_top1_global_every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v3,2,10,,20.456199439555995,20.54252576921297,15.30387619634036,0.565875536,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v3,3,10,,20.38262759231224,20.472778792810438,14.799296243275112,0.52305304,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v3,4,10,,20.48630155966077,20.570668504576737,15.48995224200767,0.566198688,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b1_v3,5,10,,19.316351584719698,19.371192806245997,15.403325003325246,0.521295648,results/paper/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every20_paper_final_full1800_eval50_tail10x25
every20,Every 20,factor_b2_v1,1,10,,18.60092345933577,23.320569730157274,12.48368291191802,0.481340944,results/paper/luxembourg_cell_grid_synchronized_9map_paper_final_v1/methods/factor_b2_v1_300m/cell_grid_intensity_top1_global_every20_paper_final_full1800_eval50_tail10x25
