step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0.25_train_updates,train_updates_this_step
163,2565,766,414,23932,164
164,2447,748,395,24092,160
165,2495,750,262,24248,156
166,2539,748,241,24408,160
167,2627,742,231,24568,160
168,2661,750,256,24728,160
169,2716,768,263,24892,164
170,2744,814,285,25056,164
171,2725,822,314,25224,168
172,2775,828,295,25388,164
173,2800,838,302,25556,168
174,2869,854,266,25728,172
175,2890,804,289,25908,180
176,2909,796,294,26084,176
177,2992,792,244,26256,172
178,3022,798,294,26440,184
179,3001,804,360,26624,184
180,2946,826,363,26812,188
181,2972,864,328,27004,192
182,2903,856,404,27188,184
183,2940,856,300,27364,176
184,3014,856,266,27544,180
185,3031,882,350,27728,184
186,3066,926,347,27908,180
187,3046,892,375,28072,164
188,3157,882,239,28228,156
189,3225,866,269,28396,168
190,3265,854,295,28568,172
191,3125,848,474,28744,176
192,3225,838,270,28916,172
193,3170,842,372,29088,172
194,3143,838,361,29252,164
195,3086,824,352,29416,164
196,3036,820,362,29576,160
197,3079,806,277,29748,172
198,3003,792,376,29920,172
199,3014,774,303,30080,160
200,3019,796,304,30240,160
201,3077,792,258,30412,172
202,2935,778,445,30584,172
203,2849,776,368,30760,176
204,2788,760,376,30940,180
205,2807,738,288,31116,176
206,2763,736,322,31296,180
207,2755,702,278,31472,176
208,2687,700,348,31656,184
209,2641,690,331,31836,180
210,2607,702,315,32016,180
211,2463,718,422,32192,176
212,2444,704,314,32356,164
213,2465,712,277,32512,156
214,2472,734,282,32676,164
215,2472,750,283,32832,156
216,2478,774,285,32984,152
217,2535,790,245,33132,148
218,2639,812,218,33276,144
219,2698,822,272,33428,152
220,2723,830,296,33580,152
221,2749,826,286,33740,160
222,2780,838,297,33900,160
223,2839,824,257,34060,160
224,2836,850,323,34224,164
225,2954,888,218,34388,164
226,2918,880,358,34560,172
227,2952,874,277,34736,176
228,2892,886,379,34912,176
229,2918,892,295,35088,176
230,2903,874,343,35276,188
231,2936,888,306,35460,184
232,2970,902,315,35648,188
233,2943,898,378,35832,184
234,2980,902,309,36012,180
235,2946,906,368,36184,172
236,2905,872,366,36356,172
237,2931,890,311,36520,164
238,3049,900,224,36684,164
239,3149,898,226,36848,164
240,3090,874,375,37028,180
241,3153,886,245,37200,172
242,2987,866,476,37380,180
243,3042,866,263,37552,172
244,3065,860,305,37736,184
245,2968,882,428,37928,192
246,2907,858,364,38116,188
247,2877,832,331,38304,188
248,2855,838,355,38488,184
249,2960,844,229,38664,176
250,3021,836,260,38848,184
251,2922,844,429,39032,184
252,2903,830,362,39216,184
253,2929,826,308,39396,180
254,2880,812,330,39564,168
255,2778,802,400,39744,180
256,2820,806,258,39920,176
257,2905,804,241,40096,176
258,2962,800,260,40276,180
259,2830,782,415,40460,184
260,2834,778,292,40632,172
261,2785,776,372,40808,176
262,2780,774,300,40988,180
263,2736,792,347,41172,184
264,2746,772,315,41360,188
265,2827,776,238,41548,188
266,2769,770,350,41736,188
267,2655,808,412,41912,176
268,2657,790,315,42072,160
269,2721,804,252,42240,168
270,2675,818,357,42412,172
271,2755,808,266,42580,168
272,2822,802,265,42744,164
273,2846,788,266,42912,168
274,2831,792,314,43088,176
275,2868,794,264,43256,168
276,2902,788,280,43432,176
277,2770,760,440,43620,188
278,2743,764,325,43800,180
279,2612,756,420,43976,176
280,2599,774,313,44152,176
281,2524,776,377,44320,168
282,2540,806,325,44476,156
283,2644,806,209,44628,152
284,2788,806,207,44784,156
285,2859,840,280,44948,164
286,2897,844,297,45104,156
287,2889,810,322,45272,168
288,2865,804,312,45436,164
289,2917,800,264,45604,168
290,2854,820,389,45776,172
291,2883,810,301,45952,176
292,2898,768,309,46128,176
293,2955,764,249,46304,176
294,2985,790,319,46476,172
295,2920,808,384,46652,176
296,2881,776,364,46820,168
297,2861,760,300,46988,168
298,2850,738,308,47160,172
299,2769,742,367,47328,168
300,2822,764,258,47500,172
301,2790,762,327,47676,176
302,2780,798,326,47848,172
303,2880,800,219,48012,164
304,2858,814,303,48184,172
305,2857,808,324,48364,180
306,2793,816,354,48548,184
307,2856,840,254,48728,180
308,2911,822,269,48916,188
309,2965,820,292,49112,196
310,2952,792,337,49304,192
311,3003,780,260,49504,200
312,2911,778,385,49712,208
313,2873,750,332,49900,188
314,2852,734,318,50096,196
315,2798,728,331,50288,192
316,2692,740,378,50476,188
317,2676,734,313,50660,184
318,2614,742,332,50840,180
319,2578,754,335,51016,176
320,2580,750,290,51184,168
321,2559,756,306,51348,164
322,2543,762,309,51520,172
323,2596,776,243,51684,164
324,2576,786,314,51856,172
325,2654,822,227,52024,168
326,2707,844,243,52200,176
327,2741,846,296,52376,176
328,2818,878,242,52556,180
329,2901,940,301,52740,184
330,2848,918,385,52924,184
331,2900,928,292,53096,172
332,2998,942,272,53268,172
333,3039,916,286,53440,172
334,3075,886,301,53620,180
335,3002,888,420,53800,180
336,3058,868,277,53968,168
337,3081,890,294,54140,172
338,3004,886,398,54316,176
339,2873,870,454,54484,168
340,2925,890,257,54648,164
341,2944,868,307,54824,176
342,2877,834,398,55000,176
343,2798,836,376,55164,164
344,2876,856,258,55324,160
345,2890,838,315,55496,172
346,2975,848,271,55668,172
347,2838,804,422,55836,168
348,2837,786,312,56000,164
349,2734,794,406,56180,180
350,2754,796,284,56348,168
351,2719,786,314,56508,160
352,2610,782,391,56676,168
353,2656,786,283,56840,164
354,2651,776,316,56996,156
355,2665,764,284,57156,160
356,2728,798,250,57312,156
357,2737,782,279,57480,168
358,2705,788,339,57644,164
359,2719,784,287,57808,164
360,2737,780,313,57976,168
361,2780,758,262,58144,168
362,2773,762,292,58324,180
363,2770,764,294,58500,176
364,2822,800,286,58680,180
365,2836,802,308,58860,180
366,2822,780,324,59040,180
367,2880,780,251,59220,180
368,2838,786,370,59408,188
369,2825,792,320,59584,176
370,2838,808,308,59764,180
371,2756,792,396,59944,180
372,2793,790,299,60116,172
373,2828,824,319,60284,168
374,2938,832,245,60444,160
375,3005,788,246,60612,168
376,2928,796,371,60788,176
377,2999,794,251,60956,168
378,3003,800,318,61132,176
379,2981,772,300,61308,176
380,2991,782,289,61488,180
381,2938,758,376,61676,188
382,2873,762,371,61864,188
383,2813,768,379,62052,188
384,2819,768,307,62232,180
385,2730,772,387,62408,176
386,2798,768,235,62580,172
387,2825,766,280,62756,176
388,2787,766,338,62932,176
389,2852,768,251,63104,172
390,2780,774,390,63280,176
391,2734,766,331,63444,164
392,2717,794,354,63616,172
393,2692,782,313,63788,172
394,2740,782,268,63952,164
395,2694,774,326,64128,176
396,2723,778,260,64296,168
397,2615,760,369,64464,168
398,2642,764,272,64628,164
399,2654,758,275,64792,164
400,2673,750,283,64968,176
401,2735,746,213,65144,176
402,2665,740,345,65332,188
403,2586,756,361,65524,192
404,2545,732,319,65712,188
405,2458,750,345,65896,184
406,2466,740,258,66072,176
407,2508,730,232,66252,180
408,2371,750,403,66436,184
409,2380,772,299,66604,168
410,2427,792,229,66764,160
411,2440,816,279,66920,156
412,2580,816,175,67068,148
413,2576,838,287,67232,164
414,2624,842,239,67396,164
415,2721,850,218,67568,172
416,2818,842,208,67744,176
417,2921,838,219,67924,180
418,2977,832,258,68124,200
419,2893,816,397,68336,212
420,2912,860,296,68532,196
421,2875,876,354,68736,204
422,2852,858,329,68932,196
423,2781,868,404,69120,188
424,2821,884,293,69308,188
425,2821,936,354,69488,180
426,2841,914,311,69656,168
427,2862,908,305,69816,160
428,2988,906,223,69964,148
429,2932,854,355,70132,168
430,3030,856,244,70300,168
431,3021,842,322,70476,176
432,3036,836,310,70656,180
433,3107,834,264,70840,184
434,3025,798,366,71032,192
435,2884,794,438,71228,196
436,2735,794,444,71416,188
437,2727,794,314,71596,180
438,2725,776,296,71776,180
439,2628,774,379,71960,184
440,2672,788,240,72128,168
441,2681,782,286,72292,164
442,2663,788,313,72468,176
443,2672,808,305,72636,168
444,2717,796,262,72796,160
445,2691,770,298,72968,172
446,2630,736,342,73148,180
447,2495,754,416,73324,176
448,2535,766,234,73496,172
449,2573,766,267,73668,172
450,2558,822,293,73840,172
451,2651,828,217,74004,164
452,2626,844,362,74180,176
453,2672,866,276,74352,172
454,2712,864,286,74524,172
455,2781,844,239,74696,172
456,2851,856,272,74868,172
457,2841,810,334,75048,180
458,2912,802,248,75228,180
459,2976,794,248,75408,180
460,2891,798,384,75596,188
461,2962,784,240,75768,172
462,2874,812,393,75956,188
463,2851,830,342,76132,176
464,2936,848,254,76296,164
465,3011,876,253,76468,172
466,3063,862,324,76644,176
467,3074,848,308,76820,176
468,3107,896,312,77000,180
469,3106,860,319,77176,176
470,3087,848,328,77364,188
471,3040,848,387,77556,192
472,2957,808,375,77748,192
473,2910,790,341,77940,192
474,2712,766,460,78124,184
475,2636,734,354,78300,176
476,2472,734,439,78468,168
477,2302,744,442,78624,156
478,2364,752,242,78764,140
479,2386,744,242,78904,140
480,2408,720,241,79044,140
481,2411,724,290,79192,148
482,2420,714,269,79344,152
483,2475,706,236,79488,144
484,2379,700,361,79640,152
485,2411,712,246,79792,152
486,2392,700,299,79944,152
487,2320,710,360,80108,164
488,2332,714,252,80268,160
489,2362,728,266,80432,164
490,2487,738,159,80580,148
491,2507,754,269,80740,160
492,2591,748,206,80904,164
493,2607,764,277,81068,164
494,2648,772,279,81240,172
495,2645,784,309,81408,168
496,2730,776,218,81572,164
497,2737,776,298,81748,176
498,2828,776,217,81928,180
499,2863,786,291,82120,192
500,2877,800,281,82308,188
501,2854,808,324,82500,192
502,2886,808,271,82684,184
503,2810,780,368,82872,188
504,2802,768,317,83064,192
505,2770,772,310,83264,200
506,2719,750,317,83460,196
507,2716,752,307,83656,196
508,2587,762,371,83844,188
509,2627,756,242,84024,180
510,2648,746,267,84204,180
511,2579,760,363,84392,188
512,2594,776,262,84572,180
513,2558,764,323,84756,184
514,2452,752,378,84936,180
515,2465,758,257,85104,168
516,2475,768,267,85272,168
517,2464,774,301,85436,164
518,2572,762,190,85604,168
519,2602,752,258,85772,168
520,2631,786,265,85940,168
521,2576,774,361,86112,172
522,2574,762,299,86272,160
523,2605,746,245,86436,164
524,2609,758,294,86612,176
525,2707,762,207,86788,176
526,2640,752,360,86972,184
527,2691,756,259,87156,184
528,2765,752,223,87336,180
529,2652,782,407,87516,180
530,2685,772,264,87688,172
531,2643,778,348,87868,180
532,2541,784,392,88052,184
533,2611,794,226,88216,164
534,2674,780,249,88388,172
535,2643,804,335,88560,172
536,2633,788,319,88728,168
537,2599,806,360,88892,164
538,2694,846,224,89044,152
539,2779,856,268,89208,164
540,2855,866,271,89372,164
541,2987,868,219,89540,168
542,2932,860,384,89720,180
543,2945,868,307,89892,172
544,2995,844,277,90056,164
545,3085,830,234,90232,176
546,3128,830,270,90416,184
547,3015,822,426,90608,192
548,2947,816,363,90788,180
549,2983,818,285,90968,180
550,2967,818,338,91148,180
551,2898,804,384,91324,176
552,2897,816,338,91504,180
553,2885,840,329,91684,180
554,2959,838,260,91864,180
555,2962,828,311,92044,180
556,2894,794,357,92220,176
557,2931,822,302,92400,180
558,2943,814,306,92584,184
559,2891,824,389,92764,180
560,2846,834,384,92940,176
561,2854,806,309,93108,168
562,2783,780,359,93280,172
563,2828,798,275,93448,168
564,2691,774,395,93616,168
565,2611,818,356,93780,164
566,2573,820,341,93932,152
567,2677,820,218,94084,152
568,2683,816,326,94236,152
569,2678,820,331,94392,156
570,2723,814,266,94548,156
571,2745,810,298,94708,160
572,2878,808,196,94872,164
573,2980,818,233,95040,168
574,3045,824,259,95224,184
575,3123,796,254,95408,184
576,3054,788,373,95608,200
577,3014,810,340,95792,184
578,3031,812,296,95988,196
579,2960,804,359,96192,204
580,2917,794,357,96388,196
581,2911,802,304,96588,200
582,2838,784,361,96784,196
583,2820,790,305,96968,184
584,2780,798,325,97152,184
585,2837,812,268,97328,176
586,2798,816,346,97508,180
587,2817,830,291,97684,176
588,2887,830,236,97856,172
589,2883,852,349,98036,180
590,2815,884,390,98208,172
591,2872,892,291,98372,164
592,2868,852,335,98536,164
593,2890,822,280,98696,160
594,2971,816,222,98868,172
595,2996,792,287,99048,180
596,2995,794,325,99232,184
597,3026,796,258,99412,180
598,2971,764,336,99588,176
599,2757,796,489,99772,184
600,2752,782,288,99940,168
601,2710,814,369,100112,172
602,2603,782,408,100284,172
603,2598,790,314,100448,164
604,2658,822,253,100600,152
605,2746,808,223,100748,148
606,2597,762,431,100904,156
607,2530,726,319,101048,144
608,2592,720,223,101188,140
609,2495,792,405,101352,164
610,2559,794,257,101488,136
611,2465,772,385,101636,148
612,2428,752,332,101784,148
613,2547,746,186,101924,140
614,2517,756,297,102080,156
615,2560,760,252,102228,148
616,2601,764,246,102384,156
617,2598,766,286,102544,160
618,2532,760,330,102700,156
619,2618,774,221,102868,168
620,2604,788,337,103040,172
621,2601,806,309,103208,168
622,2650,812,260,103380,172
623,2716,818,262,103548,168
624,2732,852,299,103720,172
625,2802,860,266,103892,172
626,2786,846,319,104064,172
627,2800,870,324,104228,164
628,2917,870,212,104396,168
629,2960,868,271,104568,172
630,3026,892,272,104752,184
631,3083,888,281,104940,188
632,3173,902,268,105128,188
633,3143,894,354,105320,192
634,3086,894,374,105516,196
635,3124,916,302,105704,188
636,3100,934,371,105900,196
637,3109,944,340,106096,196
638,3125,954,323,106284,188
639,3132,934,364,106472,188
640,3011,926,424,106656,184
641,2957,870,358,106832,176
642,3014,854,268,107000,168
643,2923,856,386,107176,176
644,2993,852,247,107344,168
645,3025,846,294,107512,168
646,3084,850,286,107692,180
647,3092,856,321,107880,188
648,3077,866,322,108068,188
649,3045,896,376,108264,196
650,3059,896,326,108468,204
651,3057,880,335,108672,204
652,3082,900,342,108868,196
653,3050,906,379,109068,200
654,3129,908,258,109264,196
655,3105,910,329,109464,200
656,3130,968,332,109656,192
657,3101,932,340,109840,184
658,3158,966,264,110012,172
659,2995,890,457,110192,180
660,3033,928,289,110356,164
661,2975,932,379,110516,160
662,3012,1004,302,110676,160
663,2953,968,379,110840,164
664,3007,970,321,110992,152
665,3012,944,318,111148,156
666,2978,956,385,111300,152
667,3019,928,280,111444,144
668,2970,904,388,111584,140
669,2889,852,370,111732,148
670,2891,838,276,111876,144
671,2898,818,282,112028,152
672,2944,812,250,112176,148
673,2942,812,298,112340,164
674,2758,772,473,112500,160
675,2715,756,325,112660,160
676,2661,726,323,112828,168
677,2644,732,286,112996,168
678,2646,730,268,113176,180
679,2581,764,334,113368,192
680,2632,766,250,113548,180
681,2643,750,284,113732,184
682,2624,744,312,113916,184
683,2532,730,371,114092,176
684,2523,748,278,114272,180
685,2517,742,281,114452,180
686,2503,712,302,114628,176
687,2484,700,313,114804,176
688,2464,690,285,114972,168
689,2474,716,254,115140,168
690,2543,710,208,115300,160
691,2507,718,326,115464,164
692,2464,698,307,115636,172
693,2463,708,292,115808,172
694,2374,688,332,115976,168
695,2214,686,383,116140,164
696,2106,684,367,116292,152
697,2201,688,182,116436,144
698,2214,698,263,116588,152
699,2287,710,190,116740,152
700,2361,730,205,116888,148
701,2360,756,297,117044,156
702,2434,774,233,117196,152
703,2527,786,218,117348,152
704,2599,794,244,117512,164
705,2723,790,191,117688,176
706,2632,794,361,117880,192
707,2641,804,290,118060,180
708,2593,826,352,118240,180
709,2727,822,190,118408,168
710,2757,794,253,118580,172
711,2837,776,249,118756,176
712,2860,776,266,118948,192
713,2826,774,316,119140,192
714,2855,766,291,119332,192
715,2837,748,301,119516,184
716,2758,736,332,119712,196
717,2699,736,350,119908,196
718,2639,722,309,120104,196
719,2576,736,326,120296,192
720,2454,730,381,120484,188
721,2406,734,307,120656,172
722,2474,726,230,120824,168
723,2445,742,306,120996,172
724,2410,746,310,121164,168
725,2339,766,343,121328,164
726,2419,772,186,121484,156
727,2372,796,326,121648,164
728,2474,808,181,121804,156
729,2512,816,256,121972,168
730,2531,818,294,122144,172
731,2537,822,297,122312,168
732,2624,810,223,122480,168
733,2670,788,264,122652,172
734,2682,784,271,122832,180
735,2736,790,259,123016,184
736,2749,798,300,123200,184
737,2785,778,256,123384,184
738,2746,780,345,123568,184
739,2744,792,287,123752,184
740,2701,788,350,123936,184
741,2745,788,275,124120,184
742,2661,766,356,124304,184
743,2650,788,320,124480,176
744,2724,776,248,124648,168
745,2716,784,330,124820,172
746,2621,770,391,124992,172
747,2644,768,266,125152,160
748,2687,772,263,125316,164
749,2763,786,236,125484,168
750,2817,804,272,125660,176
751,2916,808,237,125832,172
752,2904,800,316,126016,184
753,2917,810,308,126200,184
754,2995,830,255,126384,184
755,2967,832,352,126580,196
756,2839,774,436,126780,200
757,2794,768,332,126968,188
758,2826,770,254,127152,184
759,2565,780,546,127340,188
760,2606,788,269,127508,168
761,2711,782,223,127668,160
762,2708,808,322,127832,164
763,2802,800,225,127992,160
764,2833,790,318,128160,168
765,2910,788,231,128324,164
766,2828,768,413,128500,176
767,2827,742,290,128664,164
768,2828,724,297,128824,160
769,2808,730,318,129008,184
770,2724,736,354,129188,180
771,2641,748,350,129360,172
772,2578,744,358,129528,168
773,2600,730,252,129684,156
774,2635,738,261,129848,164
775,2514,736,386,130008,160
776,2498,750,285,130172,164
777,2501,754,285,130332,160
778,2528,774,270,130500,168
779,2434,764,390,130664,164
780,2563,764,191,130824,160
781,2545,758,300,130988,164
782,2655,754,226,131156,168
783,2650,770,282,131332,176
784,2670,764,284,131500,168
785,2680,750,277,131684,184
786,2745,766,268,131856,172
787,2834,766,216,132028,172
788,2832,760,312,132216,188
789,2781,762,364,132412,196
790,2783,756,293,132596,184
791,2812,758,264,132788,192
792,2858,752,271,132976,188
793,2829,756,322,133168,192
794,2692,764,435,133352,184
795,2713,762,278,133528,176
796,2728,776,301,133704,176
797,2785,794,276,133876,172
798,2702,828,413,134048,172
799,2682,782,332,134216,168
800,2688,796,303,134380,164
801,2691,786,287,134532,152
802,2778,782,215,134676,144
803,2743,762,339,134824,148
804,2613,724,416,134984,160
805,2676,742,250,135136,152
806,2782,740,206,135280,144
807,2815,746,268,135432,152
808,2874,752,266,135588,156
809,2885,756,315,135764,176
810,2795,760,381,135952,188
811,2762,802,346,136136,184
812,2821,798,267,136300,164
813,2739,798,368,136476,176
814,2665,796,373,136656,180
815,2692,788,278,136836,180
816,2727,770,265,137012,176
817,2686,784,323,137188,176
818,2766,792,225,137352,164
819,2784,792,289,137524,172
820,2817,812,270,137704,180
821,2829,814,289,137892,188
822,2766,828,394,138080,188
823,2734,822,326,138264,184
824,2834,804,250,138448,184
825,2899,810,244,138636,188
826,2862,790,348,138828,192
827,2794,778,385,139020,192
828,2881,774,236,139200,180
829,2940,770,245,139380,180
830,2868,784,368,139568,188
831,2867,796,334,139748,180
832,2890,832,325,139928,180
833,2868,814,368,140108,180
834,2820,806,361,140280,172
835,2918,822,255,140440,160
836,2946,830,319,140612,172
837,2841,814,414,140788,176
838,2803,796,345,140952,164
839,2901,792,205,141108,156
840,2894,806,303,141272,164
841,2897,790,293,141444,172
842,2937,794,305,141620,176
843,2761,774,456,141804,184
844,2749,766,302,141976,172
845,2764,758,294,142148,172
846,2667,748,381,142320,172
847,2702,756,271,142496,176
848,2616,770,378,142676,180
849,2694,776,259,142844,168
850,2718,794,283,143016,172
851,2801,786,218,143180,164
852,2784,794,334,143352,172
853,2691,798,402,143536,184
854,2769,828,244,143708,172
855,2766,834,316,143880,172
856,2670,822,381,144056,176
857,2683,822,292,144216,160
858,2787,840,256,144380,164
859,2751,820,340,144548,168
860,2788,814,272,144716,168
861,2733,798,334,144880,164
862,2771,798,267,145040,160
863,2736,852,366,145208,168
864,2839,862,247,145364,156
865,2950,848,226,145524,160
866,3012,832,247,145704,180
867,2975,860,346,145892,188
868,2967,854,342,146072,180
869,3049,860,262,146248,176
870,3107,912,313,146428,180
871,3211,952,252,146604,176
872,3299,936,279,146780,176
873,3305,938,315,146960,180
874,3280,908,324,147136,176
875,3211,822,350,147308,172
876,3243,806,254,147468,160
877,3302,814,214,147636,168
878,3187,808,395,147816,180
879,3212,786,276,147992,176
880,2915,762,548,148176,184
881,2907,774,302,148344,168
882,2832,762,375,148512,168
883,2690,740,443,148684,172
884,2682,734,317,148840,156
885,2602,726,362,149012,172
886,2550,716,333,149172,160
887,2651,728,208,149320,148
888,2611,698,330,149480,160
889,2577,718,323,149644,164
890,2629,728,257,149812,168
891,2579,740,360,149976,164
892,2678,736,211,150136,160
893,2681,706,279,150312,176
894,2644,744,360,150488,176
895,2694,744,250,150664,176
896,2666,726,321,150844,180
897,2626,712,315,151016,172
898,2737,724,215,151180,164
899,2748,724,293,151352,172
900,2678,740,360,151524,172
901,2727,750,265,151700,176
902,2756,734,266,151872,172
903,2812,718,256,152040,168
904,2776,710,331,152224,184
905,2676,708,386,152404,180
906,2723,732,258,152584,180
907,2689,732,357,152764,180
908,2675,736,310,152936,172
909,2701,760,272,153104,168
910,2758,800,254,153284,180
911,2834,800,244,153460,176
912,2727,774,401,153640,180
913,2687,790,383,153816,176
914,2768,772,271,153980,164
915,2808,778,242,154152,172
916,2898,778,238,154324,172
917,2865,794,361,154508,184
918,2933,768,255,154684,176
919,2927,776,312,154860,176
920,2742,754,463,155036,176
921,2863,752,208,155188,152
922,2628,760,502,155360,172
923,2607,742,317,155528,168
924,2459,716,407,155696,168
925,2477,754,284,155848,152
926,2492,748,269,155988,140
927,2394,734,370,156136,148
928,2475,730,231,156280,144
929,2462,744,328,156424,144
930,2595,770,190,156568,144
931,2513,814,393,156712,144
932,2591,802,244,156852,140
933,2737,828,204,156996,144
934,2810,838,242,157156,160
935,2823,828,289,157324,168
936,2882,854,285,157484,160
937,2939,842,275,157652,168
938,2928,846,337,157824,172
939,2900,830,365,158004,180
940,3029,836,236,158172,168
941,3018,832,361,158364,192
942,3044,840,332,158548,184
943,3081,850,323,158728,180
944,3137,866,282,158912,184
945,3108,856,375,159100,188
946,3161,852,286,159280,180
947,3217,862,293,159464,184
948,3205,868,336,159652,188
949,3151,940,401,159840,188
950,3129,912,373,160012,172
951,3155,910,293,160184,172
952,3118,948,387,160360,176
953,3173,950,294,160524,164
954,3087,928,420,160688,164
955,3091,936,339,160840,152
956,3111,936,325,160988,148
957,3200,946,283,161132,144
958,3324,970,260,161284,152
959,3424,970,245,161444,160
960,3510,988,268,161612,168
961,3353,924,464,161780,168
962,3436,916,258,161944,164
963,3518,898,257,162108,164
964,3490,880,357,162292,184
965,3453,840,338,162480,188
966,3471,836,320,162668,188
967,3389,872,399,162864,196
968,3402,870,319,163064,200
969,3398,862,324,163252,188
970,3338,862,399,163444,192
971,3307,836,369,163640,196
972,3218,832,400,163836,196
973,3050,794,457,164024,188
974,3089,782,286,164200,176
975,2872,748,498,164388,188
976,2867,760,326,164564,176
977,2893,750,294,164740,176
978,2737,770,474,164912,172
979,2811,768,247,165068,156
980,2837,772,274,165232,164
981,2776,762,385,165400,168
982,2807,762,272,165552,152
983,2859,774,297,165716,164
984,2960,774,230,165872,156
985,2943,806,350,166044,172
986,3019,818,281,166212,168
987,3086,856,273,166380,168
988,3015,852,416,166568,188
989,3032,844,340,166744,176
990,3066,814,317,166916,172
991,3121,800,294,167092,176
992,3184,826,260,167268,176
993,3177,846,347,167448,180
994,3201,826,302,167620,172
995,3240,836,292,167796,176
