step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0.25_train_updates,train_updates_this_step
170,2846,776,329,26356,168
171,2845,782,325,26532,176
172,2860,794,298,26704,172
173,2841,776,321,26880,176
174,2871,778,294,27060,180
175,2718,752,431,27244,184
176,2772,754,248,27412,168
177,2667,750,401,27584,172
178,2623,752,329,27756,172
179,2582,746,315,27924,168
180,2485,736,371,28092,168
181,2544,742,229,28252,160
182,2603,738,260,28420,168
183,2639,736,250,28588,168
184,2583,706,313,28752,164
185,2496,726,371,28924,172
186,2466,736,316,29088,164
187,2494,734,259,29252,164
188,2561,734,245,29420,168
189,2565,720,264,29592,172
190,2574,734,285,29768,176
191,2599,738,262,29940,172
192,2536,750,343,30108,168
193,2464,758,360,30272,164
194,2521,764,237,30424,152
195,2617,764,208,30588,164
196,2496,784,402,30764,176
197,2583,768,241,30924,160
198,2586,776,316,31084,160
199,2627,770,258,31244,160
200,2679,774,217,31404,160
201,2688,776,306,31568,164
202,2614,754,359,31736,168
203,2581,736,311,31904,168
204,2578,752,320,32072,168
205,2625,748,253,32228,156
206,2655,762,249,32400,172
207,2738,768,243,32572,172
208,2627,804,408,32756,184
209,2658,816,298,32924,168
210,2579,800,379,33088,164
211,2507,794,345,33240,152
212,2495,802,326,33396,156
213,2590,788,229,33548,152
214,2608,786,287,33712,164
215,2671,778,236,33872,160
216,2742,792,217,34028,156
217,2774,814,313,34184,156
218,2737,800,350,34352,168
219,2645,808,388,34512,160
220,2707,798,261,34672,160
221,2791,792,207,34836,164
222,2779,786,340,35016,180
223,2784,756,292,35188,172
224,2836,752,256,35364,176
225,2721,770,417,35540,176
226,2792,782,230,35704,164
227,2764,776,332,35872,168
228,2673,780,374,36044,172
229,2607,782,361,36216,172
230,2588,784,323,36384,168
231,2636,798,266,36540,156
232,2672,786,298,36696,156
233,2678,804,300,36852,156
234,2730,806,272,37004,152
235,2716,818,334,37168,164
236,2799,812,243,37328,160
237,2880,812,225,37492,164
238,2951,810,213,37668,176
239,2841,822,414,37856,188
240,2911,818,274,38036,180
241,2790,812,402,38224,188
242,2740,788,354,38400,176
243,2807,772,240,38580,180
244,2704,744,406,38764,184
245,2632,744,346,38940,176
246,2602,742,304,39112,172
247,2649,758,233,39280,168
248,2496,754,414,39448,168
249,2552,752,224,39612,164
250,2471,758,340,39780,168
251,2534,770,258,39948,168
252,2431,780,382,40124,176
253,2463,766,266,40284,160
254,2488,756,257,40448,164
255,2542,756,236,40616,168
256,2506,768,329,40784,168
257,2663,770,178,40936,152
258,2720,778,245,41112,176
259,2788,776,207,41288,176
260,2778,794,300,41476,188
261,2695,792,411,41660,184
262,2766,778,236,41844,184
263,2768,818,303,42036,192
264,2802,806,286,42220,184
265,2847,806,296,42408,188
266,2899,806,249,42600,192
267,2878,826,361,42796,196
268,2859,792,329,42988,192
269,2882,776,257,43176,188
270,2733,794,448,43364,188
271,2692,806,344,43548,184
272,2780,812,220,43720,172
273,2746,820,349,43904,184
274,2730,806,329,44080,176
275,2740,810,295,44252,172
276,2659,794,368,44420,168
277,2637,764,310,44584,164
278,2663,774,269,44748,164
279,2564,756,386,44912,164
280,2591,754,253,45084,172
281,2476,746,379,45260,176
282,2543,752,241,45420,160
283,2645,756,203,45580,160
284,2635,740,306,45752,172
285,2636,752,284,45920,168
286,2551,738,354,46092,172
287,2603,724,242,46260,168
288,2635,746,250,46428,168
289,2637,754,299,46608,180
290,2641,766,287,46788,180
291,2632,764,300,46972,184
292,2648,780,306,47156,184
293,2590,750,348,47332,176
294,2663,740,228,47504,172
295,2652,738,295,47684,180
296,2696,756,254,47868,184
297,2674,752,305,48052,184
298,2673,726,292,48232,180
299,2564,734,392,48408,176
300,2592,742,252,48572,164
301,2560,730,328,48740,168
302,2495,736,324,48900,160
303,2406,744,362,49064,164
304,2417,762,282,49220,156
305,2446,774,271,49376,156
306,2496,780,262,49524,148
307,2449,760,315,49676,152
308,2460,752,275,49820,144
309,2475,762,299,49972,152
310,2625,768,184,50116,144
311,2675,766,256,50276,160
312,2782,784,188,50440,164
313,2660,778,402,50620,180
314,2612,772,331,50792,172
315,2481,786,418,50956,164
316,2566,794,215,51108,152
317,2592,796,278,51268,160
318,2582,784,291,51432,164
319,2647,768,235,51600,168
320,2646,758,292,51772,172
321,2649,758,274,51940,168
322,2649,758,276,52104,164
323,2698,750,260,52276,172
324,2610,734,354,52456,180
325,2633,746,255,52644,188
326,2630,760,279,52832,188
327,2507,786,422,53024,192
328,2566,776,249,53200,176
329,2542,752,318,53376,176
330,2516,770,290,53552,176
331,2432,766,356,53724,172
332,2481,764,237,53888,164
333,2457,756,319,54048,160
334,2564,756,197,54212,164
335,2582,768,280,54376,164
336,2551,786,332,54532,156
337,2592,776,258,54696,164
338,2453,778,415,54864,168
339,2536,786,222,55012,148
340,2614,778,232,55168,156
341,2626,820,310,55336,168
342,2670,826,231,55496,160
343,2711,814,270,55664,168
344,2721,812,295,55828,164
345,2760,828,287,55992,164
346,2658,832,386,56164,172
347,2770,830,206,56324,160
348,2739,808,327,56504,180
349,2796,818,247,56680,176
350,2718,808,373,56856,176
351,2688,844,346,57032,176
352,2745,860,267,57204,172
353,2738,884,339,57372,168
354,2848,880,219,57532,160
355,2794,922,398,57696,164
356,2870,948,295,57864,168
357,2964,958,295,58024,160
358,3091,952,270,58184,160
359,3170,972,262,58336,152
360,3299,964,222,58492,156
361,3332,950,319,58656,164
362,3410,952,241,58820,164
363,3475,952,225,58984,164
364,3540,1034,260,59140,156
365,3454,966,364,59292,152
366,3486,966,220,59452,160
367,3547,964,197,59608,156
368,3468,962,324,59768,160
369,3355,952,355,59916,148
370,3271,916,324,60064,148
371,3119,906,390,60212,148
372,3074,894,305,60352,140
373,3096,880,245,60488,136
374,3053,868,303,60636,148
375,3045,826,291,60788,152
376,2907,828,417,60940,152
377,2935,794,277,61084,144
378,2883,788,324,61232,148
379,2932,788,268,61392,160
380,2846,772,372,61560,168
381,2887,762,253,61732,172
382,2883,752,306,61916,184
383,2854,750,312,62100,184
384,2886,760,242,62280,180
385,2880,758,299,62468,188
386,2842,746,361,62664,196
387,2752,754,388,62856,192
388,2715,766,324,63052,196
389,2581,750,425,63244,192
390,2606,754,254,63428,184
391,2658,744,229,63608,180
392,2515,730,404,63796,188
393,2440,740,358,63976,180
394,2517,730,195,64140,164
395,2580,730,201,64312,172
396,2545,752,318,64492,180
397,2529,754,304,64672,180
398,2465,738,365,64852,180
399,2476,740,271,65028,176
400,2515,738,276,65204,176
401,2475,746,309,65372,168
402,2484,738,282,65544,172
403,2530,746,254,65716,172
404,2509,734,282,65888,172
405,2508,738,298,66052,164
406,2574,740,244,66208,156
407,2572,758,287,66372,164
408,2478,738,382,66548,176
409,2488,740,260,66708,160
410,2407,750,368,66872,164
411,2408,736,272,67024,152
412,2432,746,256,67180,156
413,2510,746,209,67332,152
414,2533,752,243,67488,156
415,2494,756,300,67648,160
416,2476,746,306,67804,156
417,2559,740,203,67960,156
418,2489,744,355,68132,172
419,2588,738,197,68292,160
420,2460,736,413,68472,180
421,2513,750,238,68640,168
422,2579,740,218,68812,172
423,2553,730,299,68980,168
424,2572,732,260,69148,168
425,2487,762,397,69316,168
426,2563,752,212,69476,160
427,2565,778,279,69636,160
428,2554,806,332,69800,164
429,2610,786,252,69952,152
430,2689,790,224,70116,164
431,2751,802,248,70284,168
432,2841,796,230,70456,172
433,2795,800,352,70636,180
434,2801,790,286,70808,172
435,2784,788,315,70992,184
436,2746,778,325,71172,180
437,2721,782,323,71356,184
438,2722,786,316,71536,180
439,2725,780,302,71720,184
440,2700,784,319,71900,180
441,2759,778,274,72072,172
442,2744,774,319,72244,172
443,2646,812,412,72424,180
444,2716,812,230,72596,172
445,2759,822,287,72768,172
446,2728,826,334,72940,172
447,2793,846,249,73112,172
448,2854,840,266,73284,172
449,2808,810,359,73464,180
450,2894,824,231,73636,172
451,2951,822,254,73808,172
452,2968,830,301,73984,176
453,2933,820,344,74172,188
454,2961,792,291,74356,184
455,2927,782,364,74544,188
456,2859,780,379,74732,188
457,2812,780,352,74912,180
458,2735,772,350,75088,176
459,2608,772,414,75264,176
460,2558,782,335,75432,168
461,2616,792,234,75588,156
462,2593,796,321,75748,160
463,2533,800,349,75908,160
464,2525,792,294,76060,152
465,2617,788,215,76212,152
466,2565,806,353,76376,164
467,2616,824,257,76536,160
468,2665,840,267,76696,160
469,2731,824,249,76864,168
470,2830,814,236,77044,180
471,2822,790,307,77228,184
472,2859,786,266,77404,176
473,2858,788,294,77600,196
474,2793,794,353,77796,196
475,2791,750,287,77980,184
476,2741,742,327,78176,196
477,2782,730,253,78368,192
478,2805,724,266,78564,196
479,2766,728,330,78760,196
480,2681,754,378,78952,192
481,2690,762,301,79140,188
482,2610,780,404,79328,188
483,2683,808,267,79508,180
484,2691,818,323,79688,180
485,2599,802,387,79864,176
486,2649,800,282,80032,168
487,2628,780,326,80192,160
488,2678,762,254,80340,148
489,2707,754,267,80488,148
490,2710,754,307,80648,160
491,2798,760,233,80796,148
492,2797,748,276,80952,156
493,2713,744,367,81112,160
494,2567,730,432,81272,160
495,2586,732,288,81428,156
496,2623,732,246,81584,156
497,2544,732,352,81748,164
498,2465,744,390,81912,164
499,2522,748,238,82064,152
500,2563,742,252,82224,160
501,2517,742,333,82384,160
502,2647,738,167,82536,152
503,2672,750,278,82700,164
504,2744,754,226,82872,172
505,2741,764,294,83044,172
506,2730,762,319,83220,176
507,2747,774,262,83392,172
508,2669,760,378,83576,184
509,2664,780,298,83752,176
510,2579,760,375,83928,176
511,2631,780,243,84104,176
512,2637,766,299,84272,168
513,2696,790,259,84444,172
514,2803,794,216,84612,168
515,2843,804,302,84784,172
516,2776,798,391,84964,180
517,2880,798,213,85140,176
518,2861,802,325,85324,184
519,2922,792,271,85504,180
520,2935,774,303,85696,192
521,2763,772,468,85884,188
522,2804,786,279,86060,176
523,2859,750,257,86240,180
524,2847,758,293,86416,176
525,2791,756,342,86596,180
526,2656,772,429,86780,184
527,2599,752,325,86952,172
528,2653,752,241,87124,172
529,2519,742,427,87300,176
530,2543,744,264,87460,160
531,2611,728,236,87640,180
532,2500,738,384,87820,180
533,2473,776,348,87984,164
534,2487,768,276,88128,144
535,2564,776,237,88276,148
536,2633,802,238,88432,156
537,2662,814,302,88596,164
538,2633,814,323,88756,160
539,2664,798,305,88920,164
540,2789,812,207,89076,156
541,2872,820,236,89232,156
542,2859,826,305,89400,168
543,2834,826,329,89576,176
544,2896,838,262,89752,176
545,2946,846,281,89932,180
546,2940,870,351,90112,180
547,2943,864,330,90288,176
548,2959,892,324,90472,184
549,3021,870,266,90652,180
550,3019,878,349,90836,184
551,2883,830,430,91020,184
552,2855,792,346,91196,176
553,2847,784,339,91368,172
554,2790,804,357,91540,172
555,2573,768,487,91700,160
556,2617,758,263,91852,152
557,2690,756,238,92004,152
558,2684,758,307,92168,164
559,2596,782,380,92328,160
560,2621,784,271,92472,144
561,2623,772,295,92620,148
562,2565,778,366,92772,152
563,2516,788,334,92920,148
564,2634,814,206,93068,148
565,2680,840,275,93228,160
566,2807,844,214,93380,152
567,2881,834,237,93540,160
568,2896,828,301,93708,168
569,2881,812,349,93892,184
570,2889,792,298,94072,180
571,2814,766,384,94252,180
572,2749,786,392,94432,180
573,2775,794,299,94608,176
574,2722,792,351,94784,176
575,2772,814,265,94948,164
576,2845,796,259,95112,164
577,2796,802,381,95276,164
578,2858,806,241,95436,160
579,2737,784,435,95600,164
580,2783,776,269,95760,160
581,2881,780,217,95920,160
582,2830,782,347,96092,172
583,2885,782,251,96264,172
584,2780,772,391,96448,184
585,2797,770,299,96616,168
586,2756,764,314,96784,168
587,2724,772,352,96964,180
588,2791,772,256,97140,176
589,2846,778,269,97324,184
590,2901,768,265,97512,188
591,2941,758,250,97696,184
592,2866,740,349,97896,200
593,2689,718,447,98088,192
594,2658,720,308,98276,188
595,2558,726,378,98460,184
596,2508,712,312,98636,176
597,2467,730,336,98820,184
598,2505,744,257,98996,176
599,2393,762,404,99168,172
600,2360,776,303,99324,156
601,2400,790,253,99468,144
602,2556,790,172,99608,140
603,2469,778,389,99768,160
604,2559,782,226,99916,148
605,2635,760,219,100068,152
606,2688,778,255,100224,156
607,2667,788,304,100384,160
608,2693,814,288,100544,160
609,2643,796,339,100712,168
610,2765,788,197,100880,168
611,2747,780,304,101056,176
612,2863,780,231,101224,168
613,2716,768,436,101412,188
614,2662,766,336,101592,180
615,2717,770,247,101764,172
616,2710,764,293,101940,176
617,2644,764,364,102120,180
618,2669,760,276,102296,176
619,2620,772,321,102476,180
620,2613,790,305,102644,168
621,2734,788,200,102808,164
622,2770,778,284,102972,164
623,2796,774,267,103148,176
624,2875,778,242,103332,184
625,2855,798,355,103520,188
626,2792,790,373,103700,180
627,2716,792,348,103876,176
628,2750,778,285,104048,172
629,2772,788,281,104232,184
630,2774,778,324,104420,188
631,2712,776,363,104600,180
632,2653,762,344,104768,168
633,2629,782,337,104936,168
634,2646,816,309,105092,156
635,2686,842,285,105244,152
636,2723,834,307,105400,156
637,2894,832,182,105556,156
638,2926,850,306,105724,168
639,2960,828,316,105892,168
640,2891,826,380,106060,168
641,2947,814,258,106224,164
642,2981,814,300,106392,168
643,3056,822,271,106560,168
644,3130,840,292,106740,180
645,3142,858,349,106920,180
646,3222,862,260,107100,180
647,3285,854,277,107276,176
648,3245,818,344,107460,184
649,3211,804,299,107628,168
650,3175,816,286,107804,176
651,3175,828,295,107972,168
652,3094,818,342,108144,172
653,3084,796,276,108300,156
654,2989,796,390,108456,156
655,2991,784,257,108616,160
656,2920,762,345,108780,164
657,2821,752,409,108940,160
658,2628,750,488,109104,164
659,2671,732,275,109260,156
660,2693,738,269,109416,156
661,2649,744,334,109576,160
662,2722,758,236,109748,172
663,2573,760,397,109908,160
664,2576,782,311,110068,160
665,2645,770,252,110228,160
666,2534,786,406,110392,164
667,2624,770,209,110544,152
668,2644,762,298,110712,168
669,2663,774,297,110880,168
670,2647,796,350,111048,168
671,2782,780,198,111204,156
672,2901,790,212,111360,156
673,2934,798,287,111540,180
674,2795,764,412,111716,176
675,2832,738,251,111876,160
676,2807,734,338,112056,180
677,2862,744,254,112228,172
678,2831,768,345,112396,168
679,2829,776,312,112564,168
680,2740,758,386,112744,180
681,2782,802,296,112908,164
682,2677,780,407,113064,156
683,2704,748,285,113224,160
684,2664,750,326,113392,168
685,2644,748,301,113552,160
686,2673,734,288,113708,156
687,2727,736,233,113868,160
688,2567,708,432,114028,160
689,2542,692,322,114180,152
690,2487,698,326,114336,156
691,2537,702,226,114484,148
692,2604,696,221,114644,160
693,2613,696,272,114808,164
694,2603,702,268,114980,172
695,2521,734,356,115164,184
696,2525,728,296,115336,172
697,2566,736,225,115496,160
698,2595,726,251,115672,176
699,2525,734,362,115852,180
700,2342,748,464,116032,180
701,2422,752,226,116192,160
702,2538,766,229,116348,156
703,2491,782,352,116508,160
704,2656,786,168,116652,144
705,2673,822,308,116820,168
706,2723,794,288,116980,160
707,2810,798,254,117132,152
708,2701,772,420,117292,160
709,2827,770,206,117444,152
710,2911,756,228,117616,172
711,2872,752,359,117788,172
712,2822,768,361,117952,164
713,2784,772,373,118116,164
714,2905,778,209,118272,156
715,3004,800,253,118440,168
716,2883,802,433,118612,172
717,2992,804,242,118772,160
718,3072,794,265,118956,184
719,3124,792,263,119140,184
720,3045,766,394,119320,180
721,3039,778,315,119504,184
722,3010,780,353,119692,188
723,3063,772,288,119884,192
724,3097,780,296,120076,192
725,3164,790,284,120268,192
726,3097,792,414,120476,208
727,3138,796,295,120668,192
728,3023,794,419,120860,192
729,3136,802,247,121040,180
730,3095,818,382,121232,192
731,3177,832,291,121416,184
732,3182,808,301,121588,172
733,3253,800,232,121760,172
734,3235,796,309,121932,172
735,3151,826,383,122088,156
736,3232,830,198,122240,152
737,3282,814,198,122388,148
738,3208,874,292,122528,140
739,3213,872,220,122636,108
740,3058,824,331,122748,112
741,2988,834,258,122856,108
742,3053,876,162,122960,104
743,3130,934,154,123056,96
744,3175,914,192,123156,100
745,3120,912,274,123268,112
746,3068,856,300,123380,112
747,3030,832,299,123492,112
748,3082,836,185,123632,140
749,3121,824,227,123780,148
750,3115,792,266,123940,160
751,3183,786,225,124112,172
752,3141,782,337,124292,180
753,3083,790,363,124472,180
754,3093,784,280,124648,176
755,2996,798,402,124836,188
756,3029,794,282,125028,192
757,2988,768,352,125228,200
758,2881,756,408,125424,196
759,2909,758,282,125612,188
760,2909,760,318,125808,196
761,2896,736,308,125992,184
762,2911,764,311,126176,184
763,2927,768,331,126364,188
764,2923,824,347,126544,180
765,2883,794,344,126720,176
766,2932,812,285,126892,172
767,2817,774,428,127052,160
768,2763,800,342,127208,156
769,2776,786,274,127356,148
770,2708,758,350,127512,156
771,2772,740,231,127664,152
772,2792,738,295,127820,156
773,2811,750,271,127972,152
774,2651,730,455,128140,168
775,2621,718,311,128296,156
776,2673,726,259,128456,160
777,2582,712,355,128628,172
778,2662,696,223,128800,172
779,2590,694,355,128980,180
780,2666,692,208,129152,172
781,2633,680,305,129328,176
782,2529,676,389,129504,176
783,2521,670,273,129672,168
784,2555,668,236,129848,176
785,2504,686,350,130032,184
786,2568,704,242,130204,172
787,2632,700,237,130380,176
788,2680,736,281,130552,172
789,2637,736,343,130732,180
790,2696,744,214,130888,156
791,2667,740,322,131064,176
792,2707,744,282,131240,176
793,2669,722,335,131420,180
794,2806,724,203,131584,164
795,2813,726,299,131760,176
796,2819,722,269,131936,176
797,2822,714,296,132108,172
798,2807,726,313,132288,180
799,2742,760,417,132476,188
800,2852,766,207,132644,168
801,2746,752,389,132824,180
802,2626,760,407,133004,180
803,2645,744,287,133176,172
804,2638,770,322,133340,164
805,2710,774,269,133508,168
806,2800,780,236,133672,164
807,2852,760,264,133832,160
808,2899,806,292,134000,168
809,2842,782,368,134176,176
810,2802,740,316,134348,172
811,2915,740,196,134512,164
812,2887,734,327,134696,184
813,2900,752,294,134876,180
814,2781,714,399,135052,176
815,2635,686,394,135228,176
816,2711,684,233,135396,168
817,2702,692,255,135576,180
818,2652,678,331,135752,176
819,2495,698,444,135932,180
820,2373,694,372,136104,172
821,2432,700,195,136260,156
822,2395,708,309,136424,164
823,2388,708,269,136584,160
824,2370,726,318,136752,168
825,2465,768,196,136916,164
826,2398,768,366,137076,160
827,2492,748,209,137228,152
828,2570,724,220,137384,156
829,2632,724,242,137556,172
830,2722,718,215,137736,180
831,2802,734,233,137920,184
832,2781,732,298,138108,188
833,2829,758,265,138300,192
834,2737,764,390,138496,196
835,2789,770,274,138680,184
836,2752,766,341,138880,200
837,2693,746,370,139072,192
838,2590,768,391,139260,188
839,2611,748,306,139432,172
840,2670,768,263,139592,160
841,2640,760,362,139756,164
842,2796,756,186,139908,152
843,2861,760,251,140060,152
844,2913,752,266,140224,164
845,2940,766,329,140388,164
846,3032,756,237,140552,164
847,3103,744,255,140720,168
848,3101,732,320,140900,180
849,3033,728,350,141084,184
850,2993,772,358,141268,184
851,2969,808,362,141456,188
852,3008,836,313,141640,184
853,2963,868,403,141800,160
854,3109,870,174,141948,148
855,3166,908,220,142084,136
856,3294,952,143,142208,124
857,3451,950,127,142332,124
858,3492,968,218,142452,120
859,3459,962,258,142548,96
860,3449,940,210,142640,92
861,3438,956,182,142732,92
862,3443,926,166,142820,88
863,3396,958,214,142912,92
864,3401,974,170,142988,76
865,3402,932,156,143060,72
866,3413,906,159,143136,76
867,3413,890,188,143212,76
868,3518,896,81,143292,80
869,3446,910,232,143384,92
870,3514,928,129,143476,92
871,3533,966,151,143572,96
872,3557,960,135,143668,96
873,3606,956,101,143768,100
874,3594,922,187,143876,108
875,3519,880,222,143988,112
876,3591,872,102,144096,108
877,3469,854,265,144220,124
878,3425,822,208,144336,116
879,3384,794,201,144464,128
880,3279,766,266,144596,132
881,3327,756,120,144720,124
882,3207,742,292,144856,136
883,3099,738,277,144996,140
884,3049,740,275,145148,152
885,2965,726,286,145308,160
886,2942,728,249,145472,164
887,2811,720,368,145652,180
888,2659,722,449,145828,176
889,2543,734,403,145980,152
890,2618,748,223,146136,156
891,2641,736,284,146288,152
892,2625,722,284,146452,164
893,2599,724,298,146620,168
894,2532,702,328,146788,168
895,2558,706,253,146952,164
896,2405,716,442,147120,168
897,2549,728,179,147264,144
898,2456,760,403,147432,168
899,2494,748,270,147592,160
900,2479,768,317,147752,160
901,2556,774,235,147904,152
902,2680,822,231,148060,156
903,2680,798,336,148216,156
904,2718,798,277,148364,148
905,2862,804,173,148512,148
906,2957,794,228,148684,172
907,3048,806,241,148856,172
908,3074,802,307,149048,192
909,3090,822,326,149240,192
910,3161,832,255,149436,196
911,3191,810,315,149632,196
912,3072,780,413,149832,200
913,3029,784,375,150040,208
914,3062,784,325,150248,208
915,2996,812,390,150452,204
916,3026,776,308,150640,188
917,3042,778,319,150824,184
918,3022,784,330,151008,184
919,3007,768,329,151196,188
920,2948,764,364,151376,180
921,2889,748,353,151552,176
922,2813,746,391,151728,176
923,2672,746,432,151900,172
924,2614,748,375,152056,156
925,2664,770,295,152212,156
926,2663,732,316,152364,152
927,2768,744,226,152508,144
928,2746,738,340,152656,148
929,2670,748,370,152800,144
930,2759,746,223,152944,144
931,2819,748,275,153088,144
932,2917,748,235,153236,148
933,2875,768,373,153408,172
934,2957,772,240,153576,168
935,2913,802,387,153748,172
936,2842,784,360,153920,172
937,2853,788,318,154084,164
938,2890,794,295,154252,168
939,2936,776,304,154428,176
940,2879,788,391,154608,180
941,2912,776,298,154776,168
942,2950,770,288,154944,168
943,2775,770,463,155120,176
944,2835,760,241,155280,160
945,2901,758,270,155448,168
946,2785,756,426,155628,180
947,2842,766,262,155792,164
948,2903,756,270,155956,164
949,2756,736,426,156120,164
950,2757,726,300,156284,164
951,2748,738,318,156448,164
952,2676,724,396,156616,168
953,2788,724,226,156784,168
954,2787,736,304,156952,168
955,2818,772,319,157112,160
956,2823,786,347,157280,168
957,2914,790,262,157440,160
958,2832,784,387,157600,160
959,2904,770,257,157756,156
960,3015,764,225,157916,160
961,3058,760,298,158080,164
962,3119,754,259,158256,176
963,3001,762,417,158432,176
964,3027,776,305,158600,168
965,2914,750,421,158776,176
966,2848,792,396,158952,176
967,2914,824,300,159116,164
968,2949,812,304,159288,172
969,2949,788,324,159460,172
970,3013,776,290,159620,160
971,3075,784,285,159792,172
972,3027,776,364,159956,164
973,3045,788,290,160128,172
974,3101,784,285,160300,172
975,3138,766,304,160480,180
976,3175,778,310,160672,192
977,3142,766,346,160864,192
978,3179,784,327,161060,196
979,3221,792,312,161256,196
980,3119,782,441,161452,196
981,3135,790,329,161640,188
982,3123,788,342,161828,188
983,3128,776,329,162020,192
984,3190,790,296,162212,192
985,3221,828,330,162404,192
986,3229,864,364,162596,192
987,3279,838,327,162780,184
988,3320,822,307,162972,192
989,3325,836,343,163164,192
990,3245,868,432,163360,196
991,3234,902,361,163544,184
992,3339,906,270,163720,176
993,3341,896,357,163888,168
994,3383,882,268,164044,156
995,3204,856,455,164200,156
