step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0.25_comm_bytes,t2_b0.25_comm_cumulative_mb,t2_b0.25_comm_cumulative_vs_greedy_ratio,t2_b0.25_comm_mb,t2_b0.25_comm_vs_greedy_ratio,t2_b0.25_events,t2_b0.25_merge_metadata_bytes,t2_b0.25_metadata_bytes,t2_b0.25_model_bytes,t2_b0.25_policy_model_bytes,t2_b0.25_selected_providers
28,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58479744,1549.153124,nan,58.479744,nan,381,3048,557172,54828948,3090576,381
29,-100.0,5.0,808,404,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58066144,1607.219268,nan,58.066144,nan,378,3024,559944,54397224,3105952,378
30,-100.0,5.0,804,402,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60782400,1668.001668,nan,60.7824,nan,397,3176,557172,57131476,3090576,397
31,-100.0,5.0,816,408,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57382860,1725.384528,nan,57.38286,nan,373,2984,565488,53677684,3136704,373
32,-100.0,5.0,802,401,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56024098,1781.408626,nan,56.024098,nan,364,2912,555786,52382512,3082888,364
33,-100.0,5.0,788,394,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55816664,1837.22529,nan,55.816664,nan,363,2904,546084,52238604,3029072,363
34,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51750720,1888.97601,nan,51.75072,nan,335,2680,540540,48209180,2998320,335
35,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54044302,1943.020312,nan,54.044302,nan,351,2808,539154,50511708,2990632,351
36,-100.0,5.0,790,395,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54098746,1997.119058,nan,54.098746,nan,351,2808,547470,50511708,3036760,351
37,-100.0,5.0,796,398,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56860372,2053.97943,nan,56.860372,nan,370,2960,551628,53245960,3059824,370
38,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55780368,2109.759798,nan,55.780368,nan,363,2904,540540,52238604,2998320,363
39,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53135436,2162.895234,nan,53.135436,nan,345,2760,532224,49648260,2952192,345
40,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54889650,2217.784884,nan,54.88965,nan,357,2856,536382,51375156,2975256,357
41,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50563096,2268.34798,nan,50.563096,nan,327,2616,534996,47057916,2967568,327
42,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47863720,2316.2117,nan,47.86372,nan,309,2472,518364,44467572,2875312,309
43,-100.0,5.0,752,376,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51191936,2367.403636,nan,51.191936,nan,332,2656,521136,47777456,2890688,332
44,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57137862,2424.541498,nan,57.137862,nan,373,2984,528066,53677684,2929128,373
45,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49438990,2473.980488,nan,49.43899,nan,319,2552,539154,45906652,2990632,319
46,-100.0,5.0,788,394,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52650512,2526.631,nan,52.650512,nan,341,2728,546084,49072628,3029072,341
47,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55060788,2581.691788,nan,55.060788,nan,358,2864,540540,51519064,2998320,358
48,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55663674,2637.355462,nan,55.663674,nan,362,2896,544698,52094696,3021384,362
49,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55978728,2693.33419,nan,55.978728,nan,364,2912,548856,52382512,3044448,364
50,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55124306,2748.458496,nan,55.124306,nan,358,2864,550242,51519064,3052136,358
51,-100.0,5.0,814,407,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55215046,2803.673542,nan,55.215046,nan,358,2864,564102,51519064,3129016,358
52,-100.0,5.0,828,414,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,60747372,2864.420914,nan,60.747372,nan,396,3168,573804,56987568,3182832,396
53,-100.0,5.0,828,414,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54702900,2919.123814,nan,54.7029,nan,354,2832,573804,50943432,3182832,354
54,-100.0,5.0,808,404,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55187824,2974.311638,nan,55.187824,nan,358,2864,559944,51519064,3105952,358
55,-100.0,5.0,816,408,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57958524,3032.270162,nan,57.958524,nan,377,3016,565488,54253316,3136704,377
56,-100.0,5.0,810,405,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55196898,3087.46706,nan,55.196898,nan,358,2864,561330,51519064,3113640,358
57,-100.0,5.0,810,405,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,57211722,3144.678782,nan,57.211722,nan,372,2976,561330,53533776,3113640,372
58,-100.0,5.0,810,405,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52030746,3196.709528,nan,52.030746,nan,336,2688,561330,48353088,3113640,336
59,-100.0,5.0,810,405,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54333402,3251.04293,nan,54.333402,nan,352,2816,561330,50655616,3113640,352
60,-100.0,5.0,800,400,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52992788,3304.035718,nan,52.992788,nan,343,2744,554400,49360444,3075200,343
61,-100.0,5.0,798,399,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58308606,3362.344324,nan,58.308606,nan,380,3040,553014,54685040,3067512,380
62,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49996506,3412.34083,nan,49.996506,nan,323,2584,536382,46482284,2975256,323
63,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50688864,3463.029694,nan,50.688864,nan,328,2624,532224,47201824,2952192,328
64,-100.0,5.0,790,395,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53379166,3516.40886,nan,53.379166,nan,346,2768,547470,49792168,3036760,346
65,-100.0,5.0,794,397,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49943330,3566.35219,nan,49.94333,nan,322,2576,550242,46338376,3052136,322
66,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50194866,3616.547056,nan,50.194866,nan,324,2592,544698,46626192,3021384,324
67,-100.0,5.0,818,409,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58831094,3675.37815,nan,58.831094,nan,383,3064,566874,55116764,3144392,383
68,-100.0,5.0,816,408,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53784960,3729.16311,nan,53.78496,nan,348,2784,565488,50079984,3136704,348
69,-100.0,5.0,818,409,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56240606,3785.403716,nan,56.240606,nan,365,2920,566874,52526420,3144392,365
70,-100.0,5.0,816,408,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58390272,3843.793988,nan,58.390272,nan,380,3040,565488,54685040,3136704,380
71,-100.0,5.0,818,409,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,56960186,3900.754174,nan,56.960186,nan,370,2960,566874,53245960,3144392,370
72,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53307842,3954.062016,nan,53.307842,nan,345,2760,558558,49648260,3098264,345
73,-100.0,5.0,796,398,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58731280,4012.793296,nan,58.73128,nan,383,3064,551628,55116764,3059824,383
74,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54341208,4067.134504,nan,54.341208,nan,353,2824,540540,50799524,2998320,353
75,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53620360,4120.754864,nan,53.62036,nan,349,2792,518364,50223892,2875312,349
76,-100.0,5.0,758,379,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50499578,4171.254442,nan,50.499578,nan,327,2616,525294,47057916,2913752,327
77,-100.0,5.0,770,385,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50266190,4221.520632,nan,50.26619,nan,325,2600,533610,46770100,2959880,325
78,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53396046,4274.916678,nan,53.396046,nan,347,2776,528066,49936076,2929128,347
79,-100.0,5.0,828,414,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54558984,4329.475662,nan,54.558984,nan,353,2824,573804,50799524,3182832,353
80,-100.0,5.0,810,405,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52750326,4382.225988,nan,52.750326,nan,341,2728,561330,49072628,3113640,341
81,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50437328,4432.663316,nan,50.437328,nan,326,2608,537768,46914008,2982944,326
82,-100.0,5.0,770,385,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49258778,4481.922094,nan,49.258778,nan,318,2544,533610,45762744,2959880,318
83,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,54142848,4536.064942,nan,54.142848,nan,352,2816,532224,50655616,2952192,352
84,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52011330,4588.076272,nan,52.01133,nan,337,2696,536382,48496996,2975256,337
85,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49501240,4637.577512,nan,49.50124,nan,320,2560,526680,46050560,2921440,320
86,-100.0,5.0,712,356,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49571296,4687.148808,nan,49.571296,nan,322,2576,493416,46338376,2736928,322
87,-100.0,5.0,718,359,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49598518,4736.747326,nan,49.598518,nan,322,2576,497574,46338376,2759992,322
88,-100.0,5.0,696,348,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48491292,4785.238618,nan,48.491292,nan,315,2520,482328,45331020,2675424,315
89,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,43616296,4828.854914,nan,43.616296,nan,281,2248,485100,40438148,2690800,281
90,-100.0,5.0,694,347,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47043058,4875.897972,nan,47.043058,nan,305,2440,480942,43891940,2667736,305
91,-100.0,5.0,704,352,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46800596,4922.698568,nan,46.800596,nan,303,2424,487872,43604124,2706176,303
92,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46206784,4968.905352,nan,46.206784,nan,299,2392,485100,43028492,2690800,299
93,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49372936,5018.278288,nan,49.372936,nan,321,2568,485100,46194468,2690800,321
94,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,45487204,5063.765492,nan,45.487204,nan,294,2352,485100,42308952,2690800,294
95,-100.0,5.0,692,346,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46890068,5110.65556,nan,46.890068,nan,304,2432,479556,43748032,2660048,304
96,-100.0,5.0,688,344,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,43417936,5154.073496,nan,43.417936,nan,280,2240,476784,40294240,2644672,280
97,-100.0,5.0,672,336,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,43345344,5197.41884,nan,43.345344,nan,280,2240,465696,40294240,2583168,280
98,-100.0,5.0,656,328,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46151072,5243.569912,nan,46.151072,nan,300,2400,454608,43172400,2521664,300
99,-100.0,5.0,668,334,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47356844,5290.926756,nan,47.356844,nan,308,2464,462924,44323664,2567792,308
100,-100.0,5.0,684,342,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46422024,5337.34878,nan,46.422024,nan,301,2408,474012,43316308,2629296,301
101,-100.0,5.0,678,339,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47546130,5384.89491,nan,47.54613,nan,309,2472,469854,44467572,2606232,309
102,-100.0,5.0,700,350,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,45918952,5430.813862,nan,45.918952,nan,297,2376,485100,42740676,2690800,297
103,-100.0,5.0,694,347,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47330890,5478.144752,nan,47.33089,nan,307,2456,480942,44179756,2667736,307
104,-100.0,5.0,720,360,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49607592,5527.752344,nan,49.607592,nan,322,2576,498960,46338376,2767680,322
105,-100.0,5.0,724,362,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51784480,5579.536824,nan,51.78448,nan,337,2696,501732,48496996,2783056,337
106,-100.0,5.0,736,368,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50399764,5629.936588,nan,50.399764,nan,327,2616,510048,47057916,2829184,327
107,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52144904,5682.081492,nan,52.144904,nan,339,2712,512820,48784812,2844560,339
108,-100.0,5.0,722,361,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47601842,5729.683334,nan,47.601842,nan,308,2464,500346,44323664,2775368,308
109,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48448458,5778.131792,nan,48.448458,nan,313,2504,519750,45043204,2883000,313
110,-100.0,5.0,746,373,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49149890,5827.281682,nan,49.14989,nan,318,2544,516978,45762744,2867624,318
111,-100.0,5.0,732,366,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48222876,5875.504558,nan,48.222876,nan,312,2496,507276,44899296,2813808,312
112,-100.0,5.0,728,364,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47053400,5922.557958,nan,47.0534,nan,304,2432,504504,43748032,2798432,304
113,-100.0,5.0,728,364,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,45470324,5968.028282,nan,45.470324,nan,293,2344,504504,42165044,2798432,293
114,-100.0,5.0,770,385,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51849266,6019.877548,nan,51.849266,nan,336,2688,533610,48353088,2959880,336
115,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48978752,6068.8563,nan,48.978752,nan,317,2536,512820,45618836,2844560,317
116,-100.0,5.0,746,373,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48718142,6117.574442,nan,48.718142,nan,315,2520,516978,45331020,2867624,315
117,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47728878,6165.30332,nan,47.728878,nan,308,2464,519750,44323664,2883000,308
118,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47575888,6212.879208,nan,47.575888,nan,307,2456,518364,44179756,2875312,307
119,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,44706642,6257.58585,nan,44.706642,nan,287,2296,519750,41301596,2883000,287
120,-100.0,5.0,752,376,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48025784,6305.611634,nan,48.025784,nan,310,2480,521136,44611480,2890688,310
121,-100.0,5.0,784,392,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50905372,6356.517006,nan,50.905372,nan,329,2632,543312,47345732,3013696,329
122,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46568476,6403.085482,nan,46.568476,nan,300,2400,518364,43172400,2875312,300
123,-100.0,5.0,750,375,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50319366,6453.404848,nan,50.319366,nan,326,2608,519750,46914008,2883000,326
124,-100.0,5.0,758,379,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53377898,6506.782746,nan,53.377898,nan,347,2776,525294,49936076,2913752,347
125,-100.0,5.0,792,396,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51229500,6558.012246,nan,51.2295,nan,331,2648,548856,47633548,3044448,331
126,-100.0,5.0,778,389,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48719410,6606.731656,nan,48.71941,nan,314,2512,539154,45187112,2990632,314
127,-100.0,5.0,774,387,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49708674,6656.44033,nan,49.708674,nan,321,2568,536382,46194468,2975256,321
128,-100.0,5.0,806,403,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50717354,6707.157684,nan,50.717354,nan,327,2616,558558,47057916,3098264,327
129,-100.0,5.0,818,409,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53650118,6760.807802,nan,53.650118,nan,347,2776,566874,49936076,3144392,347
130,-100.0,5.0,822,411,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,55970922,6816.778724,nan,55.970922,nan,363,2904,569646,52238604,3159768,363
131,-100.0,5.0,816,408,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,58390272,6875.168996,nan,58.390272,nan,380,3040,565488,54685040,3136704,380
132,-100.0,5.0,834,417,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53003130,6928.172126,nan,53.00313,nan,342,2736,577962,49216536,3205896,342
133,-100.0,5.0,818,409,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52498790,6980.670916,nan,52.49879,nan,339,2712,566874,48784812,3144392,339
134,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51202278,7031.873194,nan,51.202278,nan,331,2648,544698,47633548,3021384,331
135,-100.0,5.0,772,386,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50994844,7082.868038,nan,50.994844,nan,330,2640,534996,47489640,2967568,330
136,-100.0,5.0,756,378,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,53080992,7135.94903,nan,53.080992,nan,345,2760,523908,49648260,2906064,345
137,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52325116,7188.274146,nan,52.325116,nan,340,2720,518364,48928720,2875312,340
138,-100.0,5.0,736,368,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46657948,7234.932094,nan,46.657948,nan,301,2408,510048,43316308,2829184,301
139,-100.0,5.0,736,368,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48960604,7283.892698,nan,48.960604,nan,317,2536,510048,45618836,2829184,317
140,-100.0,5.0,740,370,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46532180,7330.424878,nan,46.53218,nan,300,2400,512820,43172400,2844560,300
141,-100.0,5.0,770,385,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49114862,7379.53974,nan,49.114862,nan,317,2536,533610,45618836,2959880,317
142,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48637744,7428.177484,nan,48.637744,nan,314,2512,526680,45187112,2921440,314
143,-100.0,5.0,758,379,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46901678,7475.079162,nan,46.901678,nan,302,2416,525294,43460216,2913752,302
144,-100.0,5.0,762,381,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,51812970,7526.892132,nan,51.81297,nan,336,2688,528066,48353088,2929128,336
145,-100.0,5.0,768,384,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,50113200,7577.005332,nan,50.1132,nan,324,2592,532224,46626192,2952192,324
146,-100.0,5.0,780,390,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,47577156,7624.582488,nan,47.577156,nan,306,2448,540540,44035848,2998320,306
147,-100.0,5.0,786,393,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52641438,7677.223926,nan,52.641438,nan,341,2728,544698,49072628,3021384,341
148,-100.0,5.0,776,388,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,52164320,7729.388246,nan,52.16432,nan,338,2704,537768,48640904,2982944,338
149,-100.0,5.0,760,380,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46910752,7776.298998,nan,46.910752,nan,302,2416,526680,43460216,2921440,302
150,-100.0,5.0,748,374,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,49590712,7825.88971,nan,49.590712,nan,321,2568,518364,46194468,2875312,321
151,-100.0,5.0,744,372,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,48852984,7874.742694,nan,48.852984,nan,316,2528,515592,45474928,2859936,316
